name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
Alex Paulsen,Paulsen,GK,Bournemouth,75,2024-11-30T15:00:00Z,Tottenham Hotspur,0.0,40,True,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2953.0,0.0,0.0
João Victor Gomes da Silva,J.Gomes,MID,Wolverhampton Wanderers,553,2024-11-30T15:00:00Z,Everton,5.8,49,False,12,3,0,1,1,6,52,124,2,1,2,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,12,32,8,8,4.0,6.0,17.0,34.0,6.0,15.0,12.0,15.0,13515.0,45630.0,88.0,90.0
Cole Palmer,Palmer,MID,Chelsea,182,2024-12-01T13:30:00Z,Southampton,6.2,109,False,2,14,0,1,1,5,29,123,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,27,10,10,2.0,8.0,6.0,23.0,6.0,29.0,9.0,25.0,1180408.0,5886745.0,22.0,89.0
Mitoma Kaoru,Mitoma,MID,Brighton & Hove Albion,136,2024-11-29T20:00:00Z,Fulham,5.0,64,False,1,5,0,0,1,6,17,96,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,28,1,8,7.0,7.0,21.0,24.0,22.0,23.0,31.0,25.0,638887.0,625106.0,89.0,89.0
Boubakary Soumaré,B.Soumaré,MID,Leicester City,285,2024-11-30T15:00:00Z,West Ham United,1.2,44,True,0,0,0,0,0,0,7,42,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,1,1.0,1.0,6.0,7.0,6.0,7.0,1.0,1.0,31468.0,33406.0,56.0,64.0
Chris Wood,Wood,FWD,Nott'm Forest,447,2024-11-30T15:00:00Z,Ipswich,6.4,66,True,12,12,0,0,4,5,63,109,1,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,25,4,7,6.0,5.0,33.0,23.0,6.0,9.0,23.0,18.0,2373402.0,2372060.0,82.0,72.0
Joe Worrall,Worrall,DEF,Nott'm Forest,448,2024-11-30T15:00:00Z,Ipswich,0.0,45,True,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2586.0,2607.0,0.0,0.0
Jeffrey Schlupp,Schlupp,MID,Crystal Palace,214,2024-11-30T15:00:00Z,Ipswich Town,0.8,47,False,3,5,0,0,0,0,3,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7572.0,7642.0,8.0,9.0
Milos Kerkez,Kerkez,DEF,Bournemouth,70,2024-11-30T15:00:00Z,Tottenham Hotspur,4.2,44,True,4,10,0,2,0,2,16,90,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,23,1,7,6.0,6.0,28.0,30.0,21.0,19.0,9.0,10.0,116094.0,129929.0,86.0,87.0
Adrian Mazilu,Mazilu,MID,Brighton & Hove Albion,133,2024-11-29T20:00:00Z,Fulham,0.0,45,False,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0,1639.0,0.0,0.0
Jason Steele,Steele,GK,Brighton & Hove Albion,142,2024-11-29T20:00:00Z,Fulham,0.0,43,False,4,6,0,0,0,0,40,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,8,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,158550.0,136853.0,36.0,0.0
Arijanet Muric,Muric,GK,Ipswich,568,2024-11-30T15:00:00Z,Nott'm Forest,2.6,44,False,1,1,0,0,0,0,43,66,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,12,20,7,13,2,6,2.0,3.0,24.0,31.0,0.0,0.0,0.0,0.0,82538.0,120812.0,68.0,90.0
Carl Rushworth,Rushworth,GK,Brighton & Hove Albion,615,2024-11-29T20:00:00Z,Fulham,0.0,40,False,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,5710.0,0.0,0.0
Ibrahim Sangaré,Sangaré,MID,Nott'm Forest,442,2024-11-30T15:00:00Z,Ipswich,0.0,44,True,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101261.0,105011.0,0.0,0.0
Hannibal Mejbri,Hannibal,MID,Manchester United,373,2024-12-01T13:30:00Z,Arsenal,0.0,45,False,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143.0,4567.0,0.0,0.0
Brandon Austin,Austin,GK,Spurs,479,2024-12-01T13:30:00Z,Fulham,0.0,40,True,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36385.0,55601.0,0.0,0.0
Conor Coady,Coady,DEF,Leicester City,288,2024-11-30T15:00:00Z,West Ham United,0.0,40,True,0,0,0,0,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,32322.0,32450.0,18.0,22.0
Wes Foderingham,Foderingham,GK,West Ham,522,2024-11-30T17:30:00Z,Arsenal,0.0,43,True,1,1,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20415.0,15412.0,18.0,0.0
Armando Broja,Broja,FWD,Everton,156,2024-12-01T13:30:00Z,Wolverhampton Wanderers,0.0,54,True,3,0,1,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,1.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,18850.0,5576.0,14.0,0.0
Adam Webster,Webster,DEF,Brighton & Hove Albion,147,2024-11-29T20:00:00Z,Fulham,0.0,43,False,8,8,0,0,0,0,71,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,8,3.0,0.0,12.0,0.0,8.0,0.0,5.0,0.0,29822.0,7326.0,68.0,0.0
Thomas Partey,Thomas,MID,Arsenal,20,2024-11-30T17:30:00Z,Manchester United,2.8,50,True,12,12,0,0,0,2,48,80,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,10,8,2.0,3.0,8.0,18.0,5.0,8.0,2.0,4.0,50000.0,113260.0,48.0,56.0
Harry Wilson,Wilson,MID,Fulham,259,2024-12-01T13:30:00Z,Brighton & Hove Albion,4.4,52,True,13,5,2,0,3,3,79,87,2,0,0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,24,25,11,8,4.0,5.0,21.0,25.0,10.0,4.0,11.0,17.0,14556.0,35837.0,39.0,18.0
Kasey McAteer,McAteer,MID,Leicester City,299,2024-11-30T15:00:00Z,West Ham United,0.8,47,True,0,0,0,0,0,0,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3642.0,3642.0,19.0,23.0
Curtis Jones,Jones,MID,Liverpool,324,2024-12-01T16:00:00Z,Newcastle United,2.4,53,False,14,14,0,1,2,0,48,57,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,14,14,3.0,3.0,12.0,9.0,6.0,6.0,16.0,10.0,14272.0,62245.0,28.0,41.0
Wes Burns,Burns,MID,Ipswich,264,2024-11-30T15:00:00Z,Nott'm Forest,1.6,48,False,2,2,0,1,0,0,11,35,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,6,1.0,2.0,5.0,7.0,4.0,9.0,1.0,1.0,3996.0,3967.0,24.0,28.0
Gustavo Nunes Fernandes Gomes,G.Nunes,MID,Brentford,634,2024-11-30T15:00:00Z,Aston Villa,0.0,49,False,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,276.0,0.0,0.0
Yunus Emre Konak,Konak,MID,Brentford,97,2024-11-30T15:00:00Z,Aston Villa,0.2,45,False,8,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,8220.0,0.0,0.0
Max Kilman,Kilman,DEF,West Ham,524,2024-11-30T17:30:00Z,Arsenal,3.0,45,True,2,2,0,0,0,0,38,63,0,2,14,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,16,1,5,2.0,2.0,15.0,23.0,3.0,1.0,1.0,1.0,236381.0,222694.0,85.0,90.0
Deniz Undav,Undav,FWD,Brighton & Hove Albion,143,2024-11-29T20:00:00Z,Fulham,0.0,55,False,8,8,0,0,0,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,14684.0,536.0,6.0,0.0
Alex Murphy,A.Murphy,DEF,Newcastle United,390,2024-11-30T15:00:00Z,Liverpool,0.0,40,True,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58854.0,95701.0,0.0,0.0
George Edmundson,Edmundson,DEF,Ipswich,269,2024-11-30T15:00:00Z,Nott'm Forest,0.0,40,False,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8456.0,8594.0,0.0,0.0
Sávio 'Savinho' Moreira de Oliveira,Sávio,MID,Manchester City,571,2024-12-01T16:00:00Z,Nottingham Forest,2.4,65,True,0,0,0,0,0,0,10,28,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,6.0,4.0,10.0,6.0,25.0,15.0,22.0,18.0,152824.0,145087.0,54.0,46.0
Emerson Palmieri dos Santos,Emerson,DEF,West Ham,520,2024-11-30T17:30:00Z,Arsenal,4.4,44,True,4,4,0,1,0,0,44,63,1,2,12,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,14,25,5,5,3.0,4.0,21.0,27.0,3.0,11.0,5.0,6.0,128709.0,58504.0,62.0,77.0
Abdoulaye Doucouré,A.Doucoure,MID,Everton,217,2024-12-01T13:30:00Z,Wolverhampton Wanderers,2.0,51,True,4,1,0,0,0,0,31,45,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,2,3.0,2.0,6.0,5.0,9.0,13.0,11.0,4.0,29912.0,22008.0,50.0,62.0
José Malheiro de Sá,José Sá,GK,Wolverhampton Wanderers,554,2024-11-30T15:00:00Z,Everton,2.4,43,False,10,4,0,0,3,0,84,37,2,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,13,12,22,12,11,8,2.0,2.0,21.0,17.0,0.0,0.0,0.0,0.0,321885.0,188063.0,72.0,90.0
Alexander Isak,Isak,FWD,Newcastle United,401,2024-11-30T15:00:00Z,Liverpool,5.8,85,True,2,5,0,1,2,6,83,88,1,1,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,28,1,8,5.0,6.0,21.0,23.0,8.0,14.0,21.0,28.0,1238063.0,1845148.0,73.0,73.0
Yves Bissouma,Bissouma,MID,Spurs,482,2024-12-01T13:30:00Z,Fulham,1.6,49,True,6,6,0,0,0,0,38,36,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,7,8,8,1.0,1.0,7.0,8.0,2.0,2.0,0.0,0.0,40351.0,47450.0,43.0,56.0
Conor Gallagher,Gallagher,MID,Chelsea,169,2024-12-01T13:30:00Z,Southampton,0.0,59,False,4,13,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,2.0,0.0,6.0,0.0,10.0,0.0,8.0,0.0,738661.0,16263.0,37.0,0.0
Philip Billing,Philip,MID,Bournemouth,76,2024-11-30T15:00:00Z,Tottenham Hotspur,0.2,48,True,5,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5495.0,5457.0,3.0,3.0
Gonçalo Manuel Ganchinho Guedes,Guedes,MID,Wolverhampton Wanderers,548,2024-11-30T15:00:00Z,Everton,3.0,53,False,9,6,0,2,0,0,17,70,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,17,11,8,1.0,3.0,4.0,21.0,1.0,6.0,1.0,8.0,12606.0,7880.0,6.0,17.0
Brajan Gruda,Gruda,MID,Brighton & Hove Albion,595,2024-11-29T20:00:00Z,Fulham,0.6,54,False,8,8,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,1.0,1.0,3.0,2.0,4.0,5.0,2.0,2.0,2355.0,2377.0,11.0,10.0
Rodrigo 'Rodri' Hernandez,Rodrigo,MID,Manchester City,360,2024-12-01T16:00:00Z,Nottingham Forest,0.0,63,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98171.0,97361.0,0.0,0.0
Đorđe Petrović,Petrović,GK,Chelsea,183,2024-12-01T13:30:00Z,Southampton,0.0,44,False,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22963.0,22615.0,0.0,0.0
Justin Devenny,Devenny,MID,Crystal Palace,645,2024-11-30T15:00:00Z,Ipswich Town,2.2,45,False,4,5,0,0,0,1,9,55,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,4,2.0,3.0,11.0,13.0,8.0,10.0,5.0,6.0,3093.0,3505.0,34.0,41.0
Craig Dawson,Dawson,DEF,Wolverhampton Wanderers,542,2024-11-30T15:00:00Z,Everton,2.4,44,False,8,8,0,0,2,1,92,44,2,1,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,22,10,11,8,3.0,2.0,25.0,16.0,0.0,0.0,4.0,2.0,38937.0,21720.0,67.0,58.0
Jordan Ayew,J.Ayew,MID,Leicester City,192,2024-11-30T15:00:00Z,West Ham United,3.6,52,True,0,0,0,0,0,2,10,63,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,1,4.0,5.0,15.0,19.0,3.0,3.0,21.0,24.0,24040.0,24222.0,42.0,46.0
Marcos Senesi,Senesi,DEF,Bournemouth,79,2024-11-30T15:00:00Z,Tottenham Hotspur,1.2,48,True,7,7,0,0,0,0,3,11,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,7,2.0,2.0,15.0,14.0,6.0,5.0,3.0,4.0,73608.0,75255.0,78.0,76.0
Kiernan Dewsbury-Hall,Dewsbury-Hall,MID,Chelsea,166,2024-12-01T13:30:00Z,Southampton,0.2,56,False,8,11,0,0,0,0,32,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,6,10,2.0,0.0,7.0,0.0,5.0,0.0,6.0,0.0,93840.0,13235.0,57.0,0.0
Kaine Kesler-Hayden,Kesler-Hayden,DEF,Aston Villa,43,2024-12-01T13:30:00Z,Brentford,0.0,40,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0,1112.0,0.0,0.0
João Cavaco Cancelo,João Cancelo,DEF,Manchester City,353,2024-12-01T16:00:00Z,Nottingham Forest,0.0,53,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24615.0,24471.0,0.0,0.0
Maxwel Cornet,Cornet,MID,Southampton,515,2024-11-29T20:00:00Z,Chelsea,0.0,47,True,10,4,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5511.0,2786.0,1.0,0.0
Jefferson Lerma Solís,Lerma,MID,Crystal Palace,206,2024-11-30T15:00:00Z,Ipswich Town,0.6,48,False,6,6,0,0,0,0,3,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,1.0,1.0,5.0,6.0,3.0,3.0,1.0,1.0,5234.0,5039.0,27.0,29.0
Jannik Vestergaard,Vestergaard,DEF,Leicester City,307,2024-11-30T15:00:00Z,West Ham United,0.6,40,True,1,1,0,0,0,0,3,19,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1.0,2.0,11.0,13.0,3.0,3.0,0.0,0.0,207982.0,205051.0,47.0,56.0
Luke Thomas,Thomas,DEF,Leicester City,305,2024-11-30T15:00:00Z,West Ham United,0.0,39,True,1,1,0,0,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,120041.0,126716.0,18.0,22.0
Bruno Borges Fernandes,B.Fernandes,MID,Manchester United,366,2024-12-01T13:30:00Z,Arsenal,8.0,85,False,3,12,2,4,3,7,91,178,0,2,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,46,4,9,6.0,11.0,25.0,42.0,28.0,50.0,9.0,17.0,1162063.0,1321396.0,71.0,84.0
Adam Smith,Smith,DEF,Bournemouth,81,2024-11-30T15:00:00Z,Tottenham Hotspur,1.0,45,True,7,7,0,0,0,0,0,-2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,7,2.0,2.0,10.0,10.0,6.0,5.0,1.0,1.0,21225.0,21251.0,79.0,83.0
Miodrag Pivaš,Pivas,DEF,Newcastle United,574,2024-11-30T15:00:00Z,Liverpool,0.0,40,True,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341.0,8240.0,0.0,0.0
Billy Gilmour,Gilmour,MID,Brighton & Hove Albion,124,2024-11-29T20:00:00Z,Fulham,0.0,50,False,8,8,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,26950.0,4313.0,22.0,0.0
Rasmus Højlund,Højlund,FWD,Manchester United,375,2024-12-01T13:30:00Z,Arsenal,2.0,69,False,4,10,0,1,0,0,9,29,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,9,2.0,2.0,1.0,2.0,8.0,11.0,8.0,4.0,294834.0,172245.0,55.0,47.0
Callum Wilson,Wilson,FWD,Newcastle United,421,2024-11-30T15:00:00Z,Liverpool,0.2,69,True,5,6,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,8,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,312689.0,3997.0,10.0,9.0
Crysencio Summerville,Summerville,MID,West Ham,587,2024-11-30T17:30:00Z,Arsenal,2.8,57,True,5,5,0,0,0,0,14,25,0,2,9,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,9,1,5,2.0,3.0,6.0,10.0,6.0,11.0,9.0,7.0,39898.0,52311.0,37.0,63.0
Jesurun Rak-Sakyi,Rak-Sakyi,MID,Crystal Palace,213,2024-11-30T15:00:00Z,Ipswich Town,0.0,45,False,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4521.0,4412.0,0.0,0.0
Oliver Skipp,Skipp,MID,Leicester City,501,2024-11-30T15:00:00Z,West Ham United,0.4,48,True,1,1,0,0,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,4662.0,4620.0,21.0,25.0
Tomáš Souček,Souček,MID,West Ham,530,2024-11-30T17:30:00Z,Arsenal,3.0,49,True,7,7,0,0,1,2,56,66,1,2,12,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,15,17,4,5,5.0,4.0,24.0,19.0,1.0,2.0,22.0,18.0,190516.0,238799.0,83.0,67.0
