name,position,team,opponent_team,price,condition,xTotPoints,total_points
Nathan Collins,DEF,Brentford,Chelsea,4.5,1.0,3.57,1
Marc Guéhi,DEF,Crystal Palace,Brighton & Hove Albion,4.5,1.0,2.28,-1
William Osula,FWD,Newcastle United,Leicester City,4.9,1.0,0.07,1
William Osula,FWD,Newcastle United,Leicester City,4.9,1.0,0.07,1
Jean-Philippe Mateta,FWD,Crystal Palace,Brighton & Hove Albion,7.2,1.0,3.57,1
Bernardo Veiga de Carvalho e Silva,MID,Manchester City,Manchester United,6.3,1.0,3.8,2
Filip Jørgensen,GK,Chelsea,Brentford,4.2,1.0,0.5,0
David Brooks,MID,Bournemouth,West Ham United,4.9,1.0,2.43,1
Solly March,MID,Brighton & Hove Albion,Crystal Palace,6.5,0.75,0.0,0
Kieran Trippier,DEF,Newcastle United,Leicester City,5.6,1.0,0.5,1
John Stones,DEF,Manchester City,Manchester United,5.3,0.25,-0.0,0
Jayden Meghoma,DEF,Brentford,Chelsea,4.0,1.0,0.0,1
Lewis Hall,DEF,Newcastle United,Leicester City,4.5,1.0,1.13,15
Marc Guiu Paz,FWD,Chelsea,Brentford,4.7,1.0,0.0,0
Marc Guiu Paz,FWD,Chelsea,Brentford,4.7,1.0,0.0,0
Matheus França de Oliveira,MID,Crystal Palace,Brighton & Hove Albion,4.4,0.0,0.0,0
Calvin Bassey,DEF,Fulham,Liverpool,4.5,0.0,1.93,0
Eddie Nketiah,FWD,Crystal Palace,Brighton & Hove Albion,5.9,1.0,0.45,4
Eddie Nketiah,FWD,Crystal Palace,Brighton & Hove Albion,5.9,1.0,0.45,4
Andreas Hoelgebaum Pereira,MID,Fulham,Liverpool,5.0,1.0,1.06,6
Matheus Santos Carneiro Da Cunha,FWD,Wolverhampton Wanderers,Ipswich Town,7.1,1.0,6.0,9
Amadou Onana,MID,Aston Villa,Nottingham Forest,4.9,1.0,0.25,1
Morgan Rogers,MID,Aston Villa,Nottingham Forest,5.4,1.0,2.74,2
Reiss Nelson,MID,Fulham,Liverpool,5.0,0.0,1.6,0
Tosin Adarabioyo,DEF,Chelsea,Brentford,4.2,1.0,0.5,2
Matt Targett,DEF,Newcastle United,Leicester City,4.0,1.0,0.0,0
Jan Paul van Hecke,DEF,Brighton & Hove Albion,Crystal Palace,4.5,1.0,1.34,1
Ollie Watkins,FWD,Aston Villa,Nottingham Forest,9.0,0.75,1.65,1
Jorge Cuenca Barreno,DEF,Fulham,Liverpool,4.4,1.0,0.19,1
Rico Lewis,DEF,Manchester City,Manchester United,4.6,0.0,0.68,0
Julián Araujo Zúñiga,DEF,Bournemouth,West Ham United,4.3,0.0,0.06,0
Joël Veltman,DEF,Brighton & Hove Albion,Crystal Palace,4.5,0.5,0.51,0
Kamaldeen Sulemana,MID,Southampton,Tottenham Hotspur,5.0,1.0,0.65,1
Tyrone Mings,DEF,Aston Villa,Nottingham Forest,4.4,1.0,0.41,0
Ethan Wheatley,FWD,Manchester United,Manchester City,4.5,1.0,0.0,0
Ethan Wheatley,FWD,Manchester United,Manchester City,4.5,1.0,0.0,0
Amad Diallo,MID,Manchester United,Manchester City,5.1,1.0,5.91,13
Malo Gusto,DEF,Chelsea,Brentford,4.9,1.0,2.12,2
Jakub Stolarczyk,GK,Leicester City,Newcastle United,4.0,0.0,0.0,0
Lloyd Kelly,DEF,Newcastle United,Leicester City,4.3,1.0,0.03,0
Mateus Gonçalo Espanha Fernandes,MID,Southampton,Tottenham Hotspur,5.0,1.0,2.49,1
Dean Huijsen,DEF,Bournemouth,West Ham United,4.3,1.0,3.14,2
Carlos Roberto Forbs Borges,MID,Wolverhampton Wanderers,Ipswich Town,5.5,1.0,0.13,0
André Trindade da Costa Neto,MID,Wolverhampton Wanderers,Ipswich Town,5.0,1.0,1.2,1
Max Aarons,DEF,Bournemouth,West Ham United,4.3,1.0,0.19,0
Lewis Miley,MID,Newcastle United,Leicester City,5.0,1.0,0.0,0
Nathan Wood-Gordon,DEF,Southampton,Tottenham Hotspur,4.0,1.0,0.17,1
Rodrigo Muniz Carvalho,FWD,Fulham,Liverpool,5.5,1.0,1.1,7
Benjamin White,DEF,Arsenal,Everton,6.1,0.0,0.05,0
Abdul Fatawu,MID,Leicester City,Newcastle United,5.2,0.0,0.05,0
Roméo Lavia,MID,Chelsea,Brentford,4.5,1.0,0.87,0
Leon Bailey,MID,Aston Villa,Nottingham Forest,6.2,0.25,1.37,0
Harvey Barnes,MID,Newcastle United,Leicester City,6.2,1.0,2.21,1
Harry Maguire,DEF,Manchester United,Manchester City,4.9,1.0,0.35,2
Mark Travers,GK,Bournemouth,West Ham United,4.4,1.0,0.02,0
Will Smallbone,MID,Southampton,Tottenham Hotspur,5.0,0.0,0.0,0
Mykhailo Mudryk,MID,Chelsea,Brentford,6.2,0.5,0.11,0
Stefan Ortega Moreno,GK,Manchester City,Manchester United,5.2,1.0,0.91,0
Renato Palma Veiga,MID,Chelsea,Brentford,4.5,1.0,0.32,0
Eberechi Eze,MID,Crystal Palace,Brighton & Hove Albion,6.6,1.0,2.12,1
Boubacar Kamara,MID,Aston Villa,Nottingham Forest,5.0,1.0,1.26,2
Victor Lindelöf,DEF,Manchester United,Manchester City,4.3,1.0,0.0,1
Ross Barkley,MID,Aston Villa,Nottingham Forest,5.2,1.0,1.95,1
Kobbie Mainoo,MID,Manchester United,Manchester City,5.2,1.0,0.67,2
Sander Berge,MID,Fulham,Liverpool,5.0,1.0,2.16,1
Maldini Kacurri,DEF,Arsenal,Everton,4.0,1.0,0.0,0
Adam Armstrong,FWD,Southampton,Tottenham Hotspur,5.1,1.0,2.47,2
Emil Krafth,DEF,Newcastle United,Leicester City,4.3,0.0,0.0,0
Jakub Kiwior,DEF,Arsenal,Everton,4.8,1.0,1.57,0
Kristoffer Ajer,DEF,Brentford,Chelsea,4.4,1.0,0.0,1
Will Hughes,MID,Crystal Palace,Brighton & Hove Albion,4.9,1.0,2.97,3
Jakub Moder,MID,Brighton & Hove Albion,Crystal Palace,4.4,1.0,0.06,0
Raheem Sterling,MID,Arsenal,Everton,6.7,1.0,0.61,0
Raúl Jiménez,FWD,Fulham,Liverpool,5.5,1.0,2.9,2
Myles Lewis-Skelly,MID,Arsenal,Everton,4.5,1.0,0.0,3
James Bree,DEF,Southampton,Tottenham Hotspur,3.9,1.0,0.19,0
