assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,season
10,27,819,100.0,100.0,18,85971,0,0,12,-12,1037.8,8,,MID,10.0,10.5,12,Heung-Min,9.5,30,23,338.2,359,True,1128.6,,,,,3009,,112,0,0,0,85971.jpg,7.4,0,0,Son,35.6,False,,a,17,6,1211.0,258,7099486,0,5720170,0,0.8,23.0,Son,2,2021-22
5,8,255,0.0,0.0,3,87835,0,0,-5,5,224.4,2,,DEF,0.0,0.0,0,Matt,0.0,11,2,79.6,360,False,279.6,,,,,871,Knee injury - Expected back 04 Jun,45,0,0,0,87835.jpg,4.5,0,0,Doherty,0.8,False,,i,17,6,291.0,67,925647,0,926500,0,0.0,14.9,Doherty,0,2021-22
1,7,680,100.0,100.0,16,93264,0,0,2,-2,116.3,0,,DEF,5.6,5.8,6,Eric,4.8,30,0,102.2,361,False,710.6,,,,,3071,,47,1,0,0,93264.jpg,3.8,0,0,Dier,6.5,False,,a,17,6,195.0,132,1598682,0,1288484,0,1.0,28.1,Dier,1,2021-22
6,4,324,100.0,100.0,8,95715,0,0,-6,6,466.2,1,,MID,2.0,2.5,4,Lucas,1.5,21,2,126.7,362,False,370.6,,,,,1763,,59,0,0,0,95715.jpg,2.6,0,0,Rodrigues Moura da Silva,1.3,False,,a,17,6,431.0,87,970540,0,963370,0,0.3,14.7,Lucas Moura,4,2021-22
2,3,490,100.0,100.0,12,115556,0,0,0,0,199.6,1,,DEF,4.8,5.2,6,Ben,4.2,30,1,92.8,364,False,482.2,,,,,2537,,45,0,0,0,115556.jpg,3.6,0,0,Davies,3.1,False,,a,17,6,243.0,105,521494,0,279419,0,0.9,23.3,Davies,6,2021-22
3,6,616,,,16,132015,0,0,-2,2,413.6,2,,MID,3.6,3.7,3,Pierre-Emile,2.7,34,2,141.9,365,False,690.0,,,,,3196,,48,0,0,0,132015.jpg,3.0,0,0,Højbjerg,2.6,False,,a,17,6,315.0,109,673058,0,709395,0,0.6,22.7,Højbjerg,3,2021-22
2,1,175,,,1,157668,0,0,-1,1,198.4,0,,MID,1.4,1.5,1,Harry,0.5,15,0,38.7,366,False,167.8,,,,,904,,44,0,0,0,157668.jpg,1.7,0,0,Winks,1.0,False,,a,17,6,20.0,33,164381,0,191013,0,0.1,7.5,Winks,2,2021-22
1,8,417,100.0,100.0,10,173904,0,0,-3,3,93.1,3,,DEF,5.0,5.3,6,Davinson,4.3,16,2,68.8,367,False,408.2,,,,,1626,,42,0,0,0,173904.jpg,4.0,0,0,Sánchez,2.0,False,,a,17,6,186.0,93,586266,0,522709,0,1.0,22.1,Sánchez,4,2021-22
3,3,231,100.0,100.0,6,184349,0,0,-1,1,178.1,0,,DEF,6.4,6.5,6,Ryan,5.5,11,0,46.6,368,False,159.2,,,,,1046,,44,0,0,0,184349.jpg,3.7,0,0,Sessegnon,2.1,False,,a,17,6,129.0,56,210988,0,30187,0,1.2,12.7,Sessegnon,2,2021-22
2,3,138,100.0,100.0,3,194252,0,0,-1,1,101.2,1,,MID,1.6,1.7,1,Steven,0.7,6,3,53.7,369,False,163.6,,,,,548,,59,0,0,0,194252.jpg,2.2,0,0,Bergwijn,0.4,False,,a,17,6,273.0,55,154267,0,175468,0,0.1,9.3,Bergwijn,1,2021-22
4,9,438,0.0,0.0,9,199249,0,0,0,0,459.9,2,,DEF,0.0,0.0,0,Sergio,0.0,25,2,129.3,370,False,468.8,,,,,1914,Groin Injury - Expected back 01 Jun,50,0,0,0,199249.jpg,4.2,0,0,Reguilón,7.2,False,,i,17,6,362.0,104,3340792,0,3182553,0,0.0,20.8,Reguilón,4,2021-22
0,0,133,0.0,0.0,5,199584,0,0,-3,3,48.1,0,,DEF,0.0,0.0,0,Japhet,0.0,11,0,27.5,371,False,118.0,,,,,735,Knee injury - Expected back 01 Jul,42,0,0,0,199584.jpg,2.6,1,0,Tanganga,0.8,False,,i,17,6,108.0,29,404744,0,419630,0,0.0,6.9,Tanganga,2,2021-22
0,0,41,0.0,0.0,0,200826,0,0,-1,1,77.6,0,,MID,0.0,0.0,0,Giovani,0.0,5,0,16.8,372,False,33.4,,,,,231,Joined Villarreal on loan until the end of the season - Expected back 01 Jul,59,0,0,0,200826.jpg,1.2,0,0,Lo Celso,0.1,False,,u,17,6,59.0,11,7998,0,18414,0,0.0,1.9,Lo Celso,0,2021-22
0,0,180,0.0,0.0,8,209042,0,0,-1,1,151.5,0,,MID,0.0,0.0,0,Oliver,0.0,13,0,37.4,373,False,183.8,,,,,1346,Groin Injury - Expected back 01 Jul,44,0,0,0,209042.jpg,1.9,0,0,Skipp,0.6,False,,i,17,6,39.0,34,307650,0,311150,0,0.0,7.7,Skipp,6,2021-22
0,0,17,100.0,100.0,0,214225,0,0,-3,3,0.7,0,,DEF,1.4,1.3,0,Joe,0.3,3,0,2.0,374,False,19.6,,,,,87,,42,0,0,0,214225.jpg,1.0,0,0,Rodon,0.1,False,,a,17,6,0.0,3,4150,0,10478,0,0.1,0.7,Rodon,0,2021-22
1,0,85,0.0,0.0,0,231372,0,0,-3,3,83.1,0,,MID,0.0,0.0,0,Tanguy,0.0,11,1,30.4,375,False,99.8,,,,,481,Joined Lyon on loan until the end of the season - Expected back 01 Jul,57,0,0,0,231372.jpg,2.4,0,0,Ndombele,0.2,False,,u,17,6,122.0,22,28911,0,46409,0,0.0,3.9,Ndombele,1,2021-22
0,0,0,,,0,156683,0,0,-3,3,0.0,0,,GK,1.0,1.0,0,Pierluigi,0.0,0,0,0.0,486,False,0.0,,,,,0,,42,0,0,0,156683.jpg,0.0,0,0,Gollini,0.2,False,,a,17,6,0.0,0,8428,0,19626,0,0.0,0.0,Gollini,0,2021-22
0,0,32,0.0,0.0,0,436234,0,0,-3,3,37.3,0,,MID,0.0,0.0,0,Bryan,0.0,1,0,8.5,487,False,22.8,,,,,86,Joined Valencia on loan until the end of the season - Expected back 01 Jul,57,0,0,0,436234.jpg,1.0,0,0,Gil Salvatierra,0.1,False,,u,17,6,25.0,9,5361,0,13734,0,0.0,1.6,Bryan,0,2021-22
0,10,385,0.0,0.0,5,221632,0,0,-2,2,98.9,2,,DEF,0.0,0.0,0,Cristian,2.2,25,1,69.9,494,False,498.8,,,,,1844,Hip injury - Expected back 01 Jun,48,0,0,0,221632.jpg,2.9,0,0,Romero,0.7,False,,i,17,6,102.0,63,142185,0,124136,0,0.5,13.1,Romero,8,2021-22
0,0,4,100.0,100.0,0,490145,0,0,0,0,0.0,0,,FWD,1.0,1.0,0,Dane,0.0,0,0,0.1,520,False,1.0,,,,,3,,45,0,0,0,490145.jpg,1.0,0,0,Scarlett,2.3,False,,a,17,6,0.0,1,507282,0,498516,0,0.0,0.2,Scarlett,0,2021-22
1,8,489,100.0,100.0,10,241157,0,0,-4,4,446.1,1,,DEF,5.8,6.0,6,Emerson Aparecido,5.0,26,1,120.0,588,False,454.6,,,,,2282,,46,0,0,0,241157.jpg,3.3,0,0,Leite de Souza Junior,2.5,False,,a,17,6,298.0,102,548967,0,335375,0,1.1,22.2,Emerson Royal,5,2021-22
0,0,0,0.0,0.0,0,232456,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Dilan,0.0,0,0,0.0,597,False,0.0,,,,,0,Transferred to Blackburn Rovers,45,0,0,0,232456.jpg,0.0,0,0,Markanday,0.0,False,,u,17,6,0.0,0,1479,0,1570,0,0.0,0.0,Markanday,0,2021-22
0,0,0,,,0,209418,0,0,-1,1,0.0,0,,DEF,1.0,1.0,0,Tobi,0.0,0,0,0.0,598,False,0.0,,,,,0,,39,0,0,0,209418.jpg,0.0,0,0,Omole,0.1,False,,a,17,6,0.0,0,14448,0,10657,0,0.0,0.0,Omole,0,2021-22
0,0,0,,,0,214572,0,0,0,0,0.0,0,,GK,1.0,1.0,0,Brandon,0.0,0,0,0.0,659,False,0.0,,,,,0,,40,0,0,0,214572.jpg,0.0,0,0,Austin,0.0,False,,a,17,6,0.0,0,3290,0,2033,0,0.0,0.0,Austin,0,2021-22
0,0,0,,,0,448791,0,0,-1,1,0.0,0,,MID,1.0,1.0,0,Harvey,0.0,0,0,0.0,668,False,0.0,,,,,0,,44,0,0,0,448791.jpg,0.0,0,0,White,0.0,False,,a,17,6,0.0,0,22884,0,21761,0,0.0,0.0,White,0,2021-22
9,8,343,,,9,445044,0,0,3,-3,343.6,1,,MID,4.2,6.3,16,Dejan,5.3,11,5,106.9,701,False,346.6,,,,,1259,,63,0,0,0,445044.jpg,5.5,0,0,Kulusevski,10.9,False,,a,17,6,382.0,99,1776170,0,780053,0,0.8,15.7,Kulusevski,3,2021-22
4,4,266,100.0,100.0,9,202993,0,0,-1,1,205.0,0,,MID,4.0,5.3,11,Rodrigo,4.3,12,0,59.7,702,False,274.2,,,,,1360,,49,0,0,0,202993.jpg,3.1,0,0,Bentancur,0.1,False,,a,17,6,118.0,52,20754,0,13422,0,0.9,10.6,Bentancur,5,2021-22
0,0,0,,,0,496179,0,0,0,0,0.0,0,,MID,1.0,1.0,0,Alfie,0.0,0,0,0.0,714,False,0.0,,,,,0,,45,0,0,0,496179.jpg,0.0,0,0,Devine,0.0,False,,a,17,6,0.0,0,302,0,190,0,0.0,0.0,Devine,0,2021-22
0,0,0,,,0,223337,0,0,0,0,0.0,0,,MID,1.0,1.0,0,Jamie,0.0,0,0,0.0,717,False,0.0,,,,,0,,45,0,0,0,223337.jpg,0.0,0,0,Bowden,0.0,False,,a,17,6,0.0,0,228,0,111,0,0.0,0.0,Bowden,0,2021-22
0,0,0,,,0,215610,0,0,0,0,0.0,0,,DEF,1.0,1.0,0,Marcel,0.0,0,0,0.0,724,False,0.0,,,,,0,,40,0,0,0,215610.jpg,0.0,0,0,Lavinier,0.0,False,,a,17,6,0.0,0,170,0,77,0,0.0,0.0,Lavinier,0,2021-22
0,0,0,,,0,461201,0,0,0,0,0.0,0,,MID,1.0,1.0,0,Matthew,0.0,0,0,0.0,729,False,0.0,,,,,0,,45,0,0,0,461201.jpg,0.0,0,0,Craig,0.0,False,,a,17,6,0.0,0,83,0,21,0,0.0,0.0,Craig,0,2021-22
1,1,408,,,4,45268,0,0,-2,2,513.2,0,,MID,1.2,1.2,2,Moussa,2.2,73,2,138.1,354,False,558.4,,,,,3220,,43,0,0,0,45268.jpg,2.4,0,0,Sissoko,2.3,False,,a,18,57,308.0,85,563218,0,514991,0,0.5,19.8,Sissoko,5,2021-22
1,9,433,100.0,100.0,4,9089,0,0,2,-2,10.0,3,,GK,2.4,1.8,0,Ben,2.8,49,0,57.0,376,False,559.2,,,,,2340,,42,0,0,1,9089.jpg,3.1,0,70,Foster,19.7,False,,a,18,57,0.0,81,1417262,0,1779747,0,0.7,19.3,Foster,0,2021-22
0,0,75,0.0,0.0,0,38290,0,0,-3,3,80.5,0,,DEF,0.0,0.0,0,Danny,0.0,16,0,22.4,377,False,104.8,,,,,688,Not included in Watford's 25-man Premier League squad - Unknown return date,42,0,0,0,38290.jpg,0.9,0,0,Rose,0.2,False,,n,18,57,39.0,7,22279,0,61162,0,0.0,1.7,Rose,4,2021-22
0,0,44,100.0,100.0,1,40387,0,0,-3,3,17.3,0,,MID,-0.2,0.7,6,Dan,1.7,5,1,3.7,378,False,13.4,,,,,164,,47,0,0,0,40387.jpg,2.8,0,0,Gosling,0.0,False,,a,18,57,7.0,11,2454,0,6405,0,0.4,2.3,Gosling,0,2021-22
1,1,393,100.0,100.0,3,41338,0,0,-3,3,46.4,0,,DEF,-0.2,-0.3,0,Craig,0.7,55,0,59.3,379,False,504.6,,,,,2394,,42,0,0,0,41338.jpg,1.6,0,0,Cathcart,0.2,False,,a,18,57,42.0,50,69084,0,67073,0,0.2,11.9,Cathcart,3,2021-22
0,0,5,0.0,0.0,0,41725,0,0,-1,1,10.6,0,,FWD,0.0,0.0,0,Troy,0.0,1,0,2.7,380,False,2.2,,,,,23,Transferred to Birmingham City,54,0,0,0,41725.jpg,1.0,0,0,Deeney,0.3,False,,u,18,57,14.0,2,36912,0,261591,0,0.0,0.4,Deeney,0,2021-22
2,0,209,100.0,100.0,2,43250,0,0,-2,2,301.6,0,,MID,-0.4,-0.2,2,Tom,0.8,38,0,64.6,381,False,211.8,,,,,1611,,48,0,0,0,43250.jpg,1.7,0,0,Cleverley,0.1,False,,a,18,57,133.0,48,23642,0,29778,0,0.2,10.0,Cleverley,2,2021-22
5,1,385,100.0,100.0,2,54484,0,0,-2,2,393.9,0,,DEF,-0.4,-0.3,1,Francisco,0.7,49,0,83.7,382,False,404.0,,,,,2143,,43,0,0,0,54484.jpg,2.0,0,0,Femenía Far,0.1,False,,a,18,57,36.0,53,43842,0,49896,0,0.2,12.3,Femenía,2,2021-22
0,0,0,0.0,0.0,0,73426,0,0,-1,1,0.0,0,,FWD,0.0,0.0,0,Andre,0.0,0,0,0.0,383,False,0.0,,,,,0,Joined QPR on a season-long loan - Expected back 01 Jul,54,0,0,0,73426.jpg,0.0,0,0,Gray,0.1,False,,u,18,57,0.0,0,5584,0,24346,0,0.0,0.0,Gray,0,2021-22
0,0,163,100.0,100.0,1,85624,0,0,-2,2,27.1,0,,DEF,0.4,0.3,1,Christian,1.3,30,0,28.7,384,False,217.0,,,,,1190,,43,0,0,0,85624.jpg,1.3,0,0,Kabasele,0.1,False,,a,18,57,42.0,21,4201,0,9825,0,0.3,4.9,Kabasele,0,2021-22
0,0,0,0.0,0.0,0,89085,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Nathaniel,0.0,0,0,0.0,385,False,0.0,,,,,0,Transferred to Fulham,50,0,0,0,89085.jpg,0.0,0,0,Chalobah,0.0,False,,u,18,57,0.0,0,183,0,1513,0,0.0,0.0,Chalobah,0,2021-22
0,0,171,100.0,100.0,0,131304,0,0,-2,2,14.1,0,,DEF,-0.8,-0.8,0,William,0.2,30,0,28.4,387,False,252.6,,,,,1388,,43,0,0,0,131304.jpg,1.1,0,0,Troost-Ekong,0.1,False,,a,18,57,17.0,18,17463,0,23371,0,0.0,4.2,Troost-Ekong,3,2021-22
0,0,0,0.0,0.0,0,140941,0,0,0,0,0.0,0,,FWD,0.0,0.0,0,Stipe,0.0,0,0,0.0,388,False,0.0,,,,,0,Transferred to Maccabi Tel Aviv,45,0,0,0,140941.jpg,0.0,0,0,Perica,0.6,False,,u,18,57,0.0,0,6250,0,270657,0,0.0,0.0,Perica,0,2021-22
0,0,196,100.0,100.0,0,154506,0,0,-5,5,0.0,0,,GK,-1.0,-0.5,3,Daniel,0.5,28,0,30.2,389,False,300.6,,,,,1080,,40,0,0,0,154506.jpg,2.1,0,47,Bachmann,1.3,False,,a,18,57,0.0,25,377376,0,443139,0,0.1,6.2,Bachmann,0,2021-22
1,2,179,100.0,100.0,1,155651,0,0,-2,2,106.6,0,,DEF,0.8,1.2,4,Adam,2.2,26,0,33.7,390,False,198.6,,,,,1075,,43,0,0,0,155651.jpg,1.7,0,0,Masina,0.1,False,,a,18,57,31.0,25,7625,0,14449,0,0.5,5.8,Masina,0,2021-22
0,0,81,100.0,100.0,2,157775,0,0,-3,3,159.9,0,,MID,0.2,0.3,2,Ken,1.3,16,0,29.5,391,False,84.8,,,,,844,,52,0,0,0,157775.jpg,1.4,0,0,Sema,0.0,False,,a,18,57,51.0,26,3223,0,6493,0,0.2,5.0,Sema,1,2021-22
0,0,0,0.0,0.0,0,162344,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Philip,0.0,0,0,0.0,392,False,0.0,,,,,0,Joined Nottingham Forest on a season-long loan - Expected back 01 Jul,55,0,0,0,162344.jpg,0.0,0,0,Zinckernagel,0.0,False,,u,18,57,0.0,0,0,0,490,0,0.0,0.0,Zinckernagel,0,2021-22
0,0,0,0.0,0.0,0,173514,0,0,0,0,0.0,0,,FWD,0.0,0.0,0,Isaac,0.0,0,0,0.0,393,False,0.0,,,,,0,Transferred to Udinese,50,0,0,0,173514.jpg,0.0,0,0,Success Ajayi,0.1,False,,u,18,57,0.0,0,5401,0,40840,0,0.0,0.0,Success,0,2021-22
0,0,0,0.0,0.0,0,175353,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Ayotomiwa,0.0,0,0,0.0,394,False,0.0,,,,,0,Joined Reading on a season-long loan - Expected back 01 Jul,45,0,0,0,175353.jpg,0.0,0,0,Dele-Bashiru,0.0,False,,u,18,57,0.0,0,0,0,3288,0,0.0,0.0,Dele-Bashiru,0,2021-22
0,0,5,0.0,0.0,0,176296,0,0,-2,2,0.5,0,,FWD,0.0,0.0,0,Ashley,0.0,0,0,3.0,395,False,9.0,,,,,28,Season-long loan to New York Red Bulls,48,0,0,0,176296.jpg,1.0,0,0,Fletcher,0.2,False,,u,18,57,20.0,3,41060,0,51653,0,0.0,0.6,Fletcher,0,2021-22
0,0,57,100.0,100.0,0,208973,0,0,-2,2,0.5,0,,DEF,-1.0,-1.0,0,Francisco,0.0,9,0,11.5,396,False,95.0,,,,,427,,43,1,0,0,208973.jpg,1.0,0,0,Sierralta,0.0,False,,a,18,57,19.0,5,4320,0,15578,0,0.0,1.2,Sierralta,0,2021-22
0,0,0,0.0,0.0,0,216058,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Domingos,0.0,0,0,0.0,397,False,0.0,,,,,0,Joined Fulham on a season-long loan - Expected back 01 Jul,45,0,0,0,216058.jpg,0.0,0,0,Quina,0.0,False,,u,18,57,0.0,0,1011,0,6805,0,0.0,0.0,Quina,0,2021-22
0,0,0,0.0,0.0,0,220166,0,0,0,0,0.0,0,,DEF,0.0,0.0,0,Marc,0.0,0,0,0.0,398,False,0.0,,,,,0,Left the club by mutual consent,40,0,0,0,220166.jpg,0.0,0,0,Navarro,0.2,False,,u,18,57,0.0,0,4081,0,47989,0,0.0,0.0,Navarro,0,2021-22
2,9,217,0.0,0.0,2,232185,0,0,-3,3,298.1,1,,MID,0.0,0.0,0,Ismaila,1.0,40,5,118.0,399,False,342.4,,,,,1862,Knee injury - Unknown return date,57,0,1,0,232185.jpg,3.7,0,0,Sarr,2.7,False,,i,18,57,540.0,81,1963682,0,2103831,0,0.2,14.2,Sarr,2,2021-22
0,2,154,100.0,100.0,2,232391,0,0,-3,3,74.0,0,,DEF,0.6,0.3,0,Jeremy,1.3,19,0,25.9,400,False,171.8,,,,,896,,42,0,0,0,232391.jpg,1.8,0,0,Ngakia,0.0,False,,a,18,57,16.0,28,4054,0,6584,0,0.3,6.7,Ngakia,0,2021-22
0,0,0,0.0,0.0,0,241289,0,0,0,0,0.0,0,,DEF,0.0,0.0,0,Ben,0.0,0,0,0.0,401,False,0.0,,,,,0,Transferred to  Stoke City,45,0,0,0,241289.jpg,0.0,0,0,Wilmot,0.0,False,,u,18,57,0.0,0,0,0,31,0,0.0,0.0,Wilmot,0,2021-22
0,0,0,0.0,0.0,0,244890,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Joseph,0.0,0,0,0.0,402,False,0.0,,,,,0,Season long loan to Ross County,45,0,0,0,244890.jpg,0.0,0,0,Hungbo,0.0,False,,u,18,57,0.0,0,113,0,2785,0,0.0,0.0,Hungbo,0,2021-22
0,0,173,0.0,0.0,3,471471,0,0,-3,3,228.2,0,,MID,0.0,0.0,0,Imrân,0.7,38,0,58.4,403,False,232.6,,,,,1415,Knee injury - Unknown return date,52,0,0,0,471471.jpg,1.6,0,0,Louza,0.0,False,,i,18,57,122.0,31,133343,0,135204,0,0.1,6.0,Louza,6,2021-22
1,4,207,100.0,100.0,2,475168,0,0,-1,1,279.6,0,,FWD,1.2,1.2,2,João Pedro,2.2,35,3,118.8,404,False,318.2,,,,,1634,,54,0,0,0,475168.jpg,2.1,0,0,Junqueira de Jesus,0.5,False,,a,18,57,587.0,60,152141,0,129896,0,0.4,11.1,João Pedro,1,2021-22
0,0,0,100.0,100.0,0,493934,0,0,-2,2,0.0,0,,MID,-1.0,-1.0,0,Kwadwo,0.0,0,0,0.0,405,False,0.0,,,,,0,,43,0,0,0,493934.jpg,0.0,0,0,Baah,0.1,False,,a,18,57,0.0,0,19909,0,20599,0,0.0,0.0,Baah,0,2021-22
7,21,425,0.0,0.0,3,230251,0,0,8,-8,453.4,4,,FWD,0.0,0.0,0,Emmanuel,1.5,60,10,205.2,450,False,667.6,,,,,2579,Knee injury - Unknown return date,58,0,0,0,230251.jpg,4.1,1,0,Dennis,20.0,False,,i,18,57,932.0,134,6588914,0,5110737,0,0.3,23.1,Dennis,7,2021-22
0,0,0,0.0,0.0,0,467311,0,0,0,0,0.0,0,,DEF,0.0,0.0,0,Matthew,0.0,0,0,0.0,454,False,0.0,,,,,0,Joined Cheltenham Town on a season-long loan - Expected back 01 Jul,40,0,0,0,467311.jpg,0.0,0,0,Pollock,0.3,False,,u,18,57,0.0,0,6812,0,51053,0,0.0,0.0,Pollock,0,2021-22
0,0,58,0.0,0.0,0,227560,0,0,-2,2,33.2,0,,MID,0.0,0.0,0,Oghenekaro Peter,0.3,8,0,9.0,467,False,47.0,,,,,396,Knock - Unknown return date,43,0,0,0,227560.jpg,1.1,0,0,Etebo,0.2,False,,i,18,57,10.0,10,49976,0,54548,0,0.1,2.3,Etebo,3,2021-22
4,5,268,100.0,100.0,3,78007,0,0,1,-1,444.1,2,,FWD,-0.4,-0.2,2,Joshua,0.8,47,5,152.4,468,False,391.8,,,,,2244,,56,0,0,0,78007.jpg,2.7,0,0,King,2.9,False,,a,18,57,692.0,87,1882523,0,1712180,0,0.1,15.5,King,5,2021-22
0,0,0,0.0,0.0,0,243569,0,0,0,0,0.0,0,,FWD,0.0,0.0,0,Adedapo,0.0,0,0,0.0,469,False,0.0,,,,,0,Season long loan to AFC Wimbledon,45,0,0,0,243569.jpg,0.0,0,0,Awokoya-Mebude,0.1,False,,u,18,57,0.0,0,0,0,14221,0,0.0,0.0,Mebude,0,2021-22
2,8,247,75.0,75.0,1,244716,0,0,-1,1,289.4,1,,FWD,-0.8,-0.6,1,Juan Camilo,0.2,34,5,98.5,472,False,303.6,,,,,1138,Lack of match fitness - 75% chance of playing,49,1,0,0,244716.jpg,2.5,0,0,Hernández Suárez,1.6,False,,d,18,57,397.0,62,684766,0,635227,0,0.0,12.7,Cucho,3,2021-22
2,2,218,0.0,0.0,2,69143,0,0,0,0,164.2,0,,MID,0.0,0.0,0,Juraj,0.7,34,1,82.1,495,False,304.8,,,,,1917,Knee injury - Unknown return date,55,1,0,0,69143.jpg,2.1,1,0,Kucka,0.1,False,,i,18,57,353.0,54,142868,0,136830,0,0.1,9.8,Kucka,3,2021-22
0,0,22,0.0,0.0,0,130036,0,0,0,0,53.1,0,,MID,0.0,0.0,0,Ozan,0.0,9,0,9.0,557,False,18.2,,,,,334,Left club by mutual consent,50,0,0,0,130036.jpg,1.4,0,0,Tufan,0.0,False,,u,18,57,23.0,10,2095,0,2307,0,0.0,2.0,Tufan,0,2021-22
0,0,0,100.0,100.0,0,19838,0,0,0,0,0.0,0,,GK,-1.0,-1.0,0,Robert,0.0,0,0,0.0,574,False,0.0,,,,,0,,40,0,0,0,19838.jpg,0.0,0,0,Elliot,0.5,False,,a,18,57,0.0,0,79104,0,55545,0,0.0,0.0,Elliot,0,2021-22
0,0,27,100.0,100.0,0,52775,0,0,-1,1,10.7,0,,DEF,-1.0,-1.0,0,Nicolas,0.0,2,0,3.5,618,False,23.4,,,,,167,,44,0,0,0,52775.jpg,1.7,0,0,Nkoulou,0.0,False,,a,18,57,0.0,5,1131,0,1183,0,0.0,1.1,Nkoulou,0,2021-22
0,0,0,,,0,242183,0,0,0,0,0.0,0,,DEF,-1.0,-1.0,0,James,0.0,0,0,0.0,633,False,0.0,,,,,0,,40,0,0,0,242183.jpg,0.0,0,0,Morris,0.0,False,,a,18,57,0.0,0,6020,0,4977,0,0.0,0.0,Morris,0,2021-22
0,0,0,,,0,563883,0,0,0,0,0.0,0,,GK,-1.0,-1.0,0,Vincent,0.0,0,0,0.0,642,False,0.0,,,,,0,,40,0,0,0,563883.jpg,0.0,0,0,Angelini,0.0,False,,a,18,57,0.0,0,28591,0,25674,0,0.0,0.0,Angelini,0,2021-22
0,0,0,0.0,0.0,0,468243,0,0,0,0,0.0,0,,MID,0.0,0.0,0,Kamil,0.0,0,0,0.0,669,False,0.0,,,,,0,Joined Braintree Town on loan until the end of the season - Expected back 01 Jul,45,0,0,0,468243.jpg,0.0,0,0,Conteh,0.1,False,,u,18,57,0.0,0,14430,0,6923,0,0.0,0.0,Conteh,0,2021-22
0,3,299,,,3,171099,0,0,0,0,152.5,0,,DEF,0.2,0.3,2,Hassane,1.3,37,1,54.7,676,False,352.0,,,,,1622,,45,0,0,0,171099.jpg,2.0,1,0,Kamara,0.1,False,,a,18,57,45.0,38,33471,0,25869,0,0.3,8.4,Kamara,3,2021-22
0,0,272,75.0,75.0,4,162651,0,0,0,0,24.7,0,,DEF,0.5,0.4,1,Samir,1.5,36,0,43.9,677,False,292.2,,,,,1674,Groin Injury - 75% chance of playing,45,0,0,0,162651.jpg,1.9,0,0,Caetano de Souza Santos,0.0,False,,d,18,57,121.0,36,7533,0,6447,0,0.3,8.0,Samir,4,2021-22
0,1,127,,,2,442335,0,0,-5,5,90.4,0,,MID,0.6,0.7,2,Edo,1.7,17,0,23.5,679,False,117.2,,,,,795,,45,0,0,0,442335.jpg,1.8,0,0,Kayembe,0.0,False,,a,18,57,27.0,24,4683,0,4035,0,0.4,5.3,Kayembe,0,2021-22
0,0,23,100.0,100.0,1,225702,0,0,-1,1,31.9,0,,MID,0.0,-0.2,0,Samuel,0.8,6,0,7.8,698,False,21.8,,,,,221,,49,0,0,0,225702.jpg,1.8,0,0,Kalu,0.0,False,,a,18,57,24.0,7,786,0,618,0,0.2,1.4,Kalu,0,2021-22
0,0,0,0.0,0.0,0,524196,0,0,0,0,0.0,0,,FWD,0.0,0.0,0,Shaqai,0.0,0,0,0.0,725,False,0.0,,,,,0,Ankle injury - Unknown return date,45,0,0,0,524196.jpg,0.0,0,0,Forde,0.2,False,,i,18,57,0.0,0,32527,0,15394,0,0.0,0.0,Forde,0,2021-22
0,0,0,,,0,535339,0,0,0,0,0.0,0,,FWD,-1.0,-1.0,0,Tiago,0.0,0,0,0.0,732,False,0.0,,,,,0,,45,0,0,0,535339.jpg,0.0,0,0,Çukur,0.0,False,,a,18,57,0.0,0,2729,0,546,0,0.0,0.0,Çukur,0,2021-22
0,0,0,,,0,533719,0,0,0,0,0.0,0,,MID,-1.0,-1.0,0,Adrian,0.0,0,0,0.0,733,False,0.0,,,,,0,,45,0,0,0,533719.jpg,0.0,0,0,Blake,0.0,False,,a,18,57,0.0,0,166,0,86,0,0.0,0.0,Blake,0,2021-22
0,0,0,,,0,573808,0,0,0,0,0.0,0,,FWD,-1.0,-1.0,0,Jack,0.0,0,0,0.0,734,False,0.0,,,,,0,,45,0,0,0,573808.jpg,0.0,0,0,Grieves,0.1,False,,a,18,57,0.0,0,7605,0,1321,0,0.0,0.0,Grieves,0,2021-22
0,5,388,100.0,100.0,5,103192,0,0,-1,1,32.8,0,,DEF,2.0,1.8,1,Kurt,1.8,29,1,66.2,128,False,496.2,,,,,2078,,54,1,0,0,103192.jpg,2.8,0,0,Zouma,1.2,False,,a,19,21,131.0,66,199711,0,249885,0,0.3,12.2,Zouma,1,2021-22
