name,position,team,opponent_team,total_points,was_home,team_tot_points_last_5_matches,team_tot_points_last_5_h2h,tot_assists_last_5_h2h,tot_bonus_last_5_h2h,tot_bps_last_5_h2h,tot_clean_sheets_last_5_h2h,tot_goals_conceded_last_5_h2h,tot_goals_scored_last_5_h2h,tot_own_goals_last_5_h2h,tot_penalties_missed_last_5_h2h,tot_penalties_saved_last_5_h2h,tot_red_cards_last_5_h2h,tot_yellow_cards_last_5_h2h,tot_saves_last_5_h2h,tot_total_points_last_5_h2h,avg_ict_index_last_5_h2h,avg_influence_last_5_h2h,avg_creativity_last_5_h2h,avg_threat_last_5_h2h,avg_selected_last_5_h2h,avg_minutes_last_5_h2h,tot_assists_last_5,tot_bonus_last_5,tot_bps_last_5,tot_clean_sheets_last_5,tot_goals_conceded_last_5,tot_goals_scored_last_5,tot_own_goals_last_5,tot_penalties_missed_last_5,tot_penalties_saved_last_5,tot_red_cards_last_5,tot_yellow_cards_last_5,tot_saves_last_5,tot_total_points_last_5,avg_ict_index_last_5,avg_influence_last_5,avg_creativity_last_5,avg_threat_last_5,avg_selected_last_5,avg_minutes_last_5
Lewis Hall,DEF,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,19,0,0,0,0,0,0,0,0,0,2,1.0,6.0,3.0,4.0,104455.0,13.0,0,0,78,1,6,1,0,0,0,0,2,0,15,4.0,24.0,13.0,7.0,218356.0,72.0
Trevoh Chalobah,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,18223.0,2.0,0,0,50,0,4,0,0,0,0,0,0,0,5,2.0,14.0,1.0,1.0,145244.0,54.0
Enes Ünal,FWD,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1752.0,0.0,1,0,10,0,5,0,0,0,0,0,0,0,7,1.0,1.0,4.0,7.0,3176.0,20.0
Mario Lemina,MID,Wolverhampton Wanderers,Chelsea,2,True,0.0,0.0,0,3,67,1,13,1,0,0,0,0,2,0,17,3.0,19.0,4.0,9.0,9146.0,86.0,0,0,46,0,16,0,0,0,0,0,1,0,8,2.0,16.0,2.0,5.0,11827.0,81.0
Alex Palmer,GK,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6931.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6765.0,0.0
Alfie Gilchrist,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4568.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14303.0,0.0
Kiernan Dewsbury-Hall,MID,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,1,0,37,1,2,0,0,0,0,0,0,0,10,4.0,14.0,16.0,6.0,52876.0,52.0,0,0,14,1,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,45013.0,22.0
Matheus Cunha,FWD,Wolverhampton Wanderers,Chelsea,6,True,0.0,0.0,0,3,135,2,11,4,0,0,0,0,1,0,28,9.0,33.0,19.0,38.0,313157.0,81.0,0,0,67,0,15,2,0,0,0,0,1,0,16,6.0,20.0,14.0,25.0,248967.0,68.0
João Félix,MID,Chelsea,Wolverhampton Wanderers,6,False,15.0,15.0,0,0,33,0,1,1,0,0,0,0,0,0,8,5.0,22.0,9.0,22.0,196004.0,44.0,0,0,41,0,4,2,0,0,0,0,1,0,13,3.0,14.0,3.0,12.0,157390.0,30.0
Yerson Mosquera,DEF,Wolverhampton Wanderers,Chelsea,-2,True,0.0,0.0,0,0,-14,0,6,0,0,0,0,0,1,0,-2,0.0,3.0,0.0,1.0,79214.0,18.0,0,0,-6,0,8,0,0,0,0,0,1,0,-1,1.0,8.0,3.0,1.0,24311.0,36.0
Tosin Adarabioyo,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,12,0,2,0,0,0,0,0,0,0,2,0.0,3.0,0.0,1.0,25160.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26281.0,0.0
Matt Targett,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27152.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21522.0,0.0
Marcos Senesi,DEF,Bournemouth,Newcastle United,1,True,5.0,5.0,0,1,73,1,7,1,0,0,0,0,3,0,15,4.0,24.0,4.0,7.0,88246.0,81.0,1,1,70,0,7,0,0,0,0,0,3,0,6,4.0,26.0,17.0,2.0,196619.0,68.0
Cesare Casadei,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6225.0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,4895.0,0.0
Chris Mepham,DEF,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,7,0,0,0,0,0,0,0,0,0,1,0.0,3.0,0.0,0.0,7462.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6465.0,0.0
Lucas Bergström,GK,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7780.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10235.0,0.0
Luke Cundle,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7083.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5028.0,0.0
Tino Livramento,DEF,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,19,0,3,0,0,0,0,0,0,0,3,1.0,6.0,3.0,0.0,87628.0,25.0,0,1,45,1,2,0,0,0,0,0,0,0,10,1.0,10.0,3.0,1.0,161852.0,47.0
Tyler Adams,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,14,1,0,0,0,0,0,0,0,0,3,1.0,5.0,5.0,0.0,6598.0,18.0,0,0,4,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,557.0,2.0
Tom King,GK,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85742.0,0.0
Mykhailo Mudryk,MID,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,1,0,31,0,6,0,0,0,0,0,0,0,8,2.0,7.0,12.0,5.0,119246.0,32.0,0,0,30,0,3,1,0,0,0,0,0,0,9,1.0,7.0,3.0,4.0,72608.0,32.0
Adler Nascimento,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35636.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27569.0,0.0
Pedro Neto,MID,Chelsea,Wolverhampton Wanderers,4,False,15.0,15.0,1,0,12,0,0,0,0,0,0,0,0,0,4,4.0,22.0,13.0,6.0,106044.0,45.0,1,0,21,0,1,0,0,0,0,0,0,0,6,2.0,7.0,8.0,4.0,129023.0,18.0
Miguel Almirón,MID,Newcastle United,Bournemouth,1,False,5.0,5.0,0,3,46,0,4,1,0,0,0,0,0,0,16,3.0,9.0,11.0,11.0,1023397.0,57.0,0,0,7,0,2,0,0,0,0,0,1,0,3,1.0,2.0,3.0,4.0,208331.0,15.0
Malang Sarr,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6580.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6110.0,0.0
Milos Kerkez,DEF,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,15,0,4,0,0,0,0,0,0,0,3,1.0,9.0,2.0,1.0,25507.0,45.0,0,0,16,0,4,0,0,0,0,0,2,0,3,2.0,7.0,9.0,1.0,39231.0,54.0
Marcus Tavernier,MID,Bournemouth,Newcastle United,9,True,5.0,5.0,0,2,63,1,3,1,0,0,0,0,0,0,15,6.0,17.0,23.0,19.0,17369.0,58.0,0,2,58,0,6,1,0,0,0,0,0,0,13,6.0,15.0,28.0,16.0,23259.0,51.0
Sasa Kalajdzic,FWD,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10491.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9905.0,0.0
Will Dennis,GK,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49682.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,33143.0,0.0
Antoine Semenyo,MID,Bournemouth,Newcastle United,5,True,5.0,5.0,1,3,83,1,5,2,0,0,0,0,1,0,22,6.0,21.0,13.0,23.0,153889.0,67.0,1,1,57,0,9,1,0,0,0,0,1,0,18,7.0,16.0,17.0,34.0,183462.0,90.0
Mark Travers,GK,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18845.0,0.0,0,0,27,0,5,0,0,0,0,0,0,8,4,1.0,11.0,0.0,0.0,22221.0,36.0
Marc Cucurella,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,10,0,3,0,0,0,0,0,2,0,1,0.0,4.0,2.0,0.0,289778.0,30.0,1,0,67,0,7,0,0,0,0,0,2,0,9,3.0,19.0,10.0,1.0,474313.0,86.0
Toti Gomes,DEF,Wolverhampton Wanderers,Chelsea,2,True,0.0,0.0,1,0,56,1,9,0,0,0,0,0,0,0,12,3.0,19.0,3.0,10.0,47133.0,76.0,1,0,24,0,18,0,0,0,0,0,2,0,3,2.0,15.0,5.0,3.0,27680.0,90.0
Daniel Jebbison,FWD,Bournemouth,Newcastle United,1,True,5.0,5.0,0,0,6,0,1,0,0,0,0,0,0,0,3,0.0,2.0,1.0,0.0,59785.0,24.0,0,0,10,0,0,0,0,0,0,0,0,0,3,0.0,1.0,2.0,1.0,71110.0,9.0
Carney Chukwuemeka,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,22,0,2,1,0,0,0,0,1,0,6,2.0,7.0,3.0,7.0,110953.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66430.0,0.0
Joe White,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,20180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14619.0,0.0
Joe Hodge,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15259.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21175.0,0.0
Hamed Traorè,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,19,0,1,0,0,0,0,0,0,0,3,2.0,5.0,11.0,6.0,5056.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8170.0,0.0
Lewis Miley,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,37,0,3,0,0,0,0,0,0,0,4,1.0,6.0,3.0,0.0,4949.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5081.0,0.0
Robert Sánchez,GK,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,0,0,22,0,5,0,0,0,0,0,0,5,3,1.0,8.0,0.0,0.0,509279.0,36.0,0,0,15,0,4,0,0,0,0,0,0,5,3,1.0,8.0,0.0,0.0,253866.0,36.0
Romain Faivre,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,760.0,0.0,0,0,4,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,815.0,0.0
Norberto Murara Neto,GK,Bournemouth,Newcastle United,3,True,5.0,5.0,0,5,117,1,7,0,0,0,1,0,1,27,28,4.0,39.0,0.0,0.0,155252.0,90.0,0,0,46,0,4,0,0,0,0,0,0,15,9,2.0,22.0,0.0,0.0,398427.0,54.0
Justin Kluivert,MID,Bournemouth,Newcastle United,3,True,5.0,5.0,0,0,15,2,1,0,0,0,0,0,0,0,9,3.0,4.0,12.0,12.0,31662.0,59.0,0,0,12,2,4,0,0,0,0,0,1,0,9,2.0,2.0,10.0,8.0,61801.0,62.0
Martin Dúbravka,GK,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,13,0,2,0,0,0,0,0,0,4,2,0.0,5.0,0.0,0.0,258283.0,18.0,0,0,32,0,4,0,0,0,0,0,0,8,5,1.0,12.0,0.0,0.0,617761.0,36.0
Dan Bentley,GK,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,99530.0,0.0,0,0,8,0,3,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,130804.0,18.0
Rodrigo Gomes,MID,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4.0,14430.0,22.0,0,0,9,0,3,0,0,0,0,0,0,0,3,1.0,0.0,3.0,7.0,13844.0,48.0
Fabian Schär,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,1,0,51,0,6,0,0,0,0,0,1,0,8,2.0,13.0,2.0,5.0,792572.0,72.0,0,0,-1,0,3,0,0,0,0,1,1,0,-1,0.0,3.0,0.0,2.0,550529.0,29.0
Axel Disasi,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,1,36,0,9,0,1,0,0,0,1,0,0,2.0,12.0,3.0,2.0,320949.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,242236.0,0.0
Garang Kuol,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1033.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1603.0,0.0
Jamaal Lascelles,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,9,0,2,0,0,0,0,0,1,0,0,0.0,4.0,0.0,0.0,198901.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,118978.0,0.0
Nicolas Jackson,FWD,Chelsea,Wolverhampton Wanderers,10,False,15.0,15.0,1,1,42,0,8,1,0,0,0,0,2,0,13,5.0,17.0,16.0,19.0,725789.0,66.0,1,1,82,1,6,2,0,0,0,0,1,0,21,8.0,22.0,19.0,34.0,1261422.0,80.0
Romelu Lukaku,FWD,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,3,52,0,1,2,0,0,0,0,0,0,13,4.0,15.0,7.0,15.0,169186.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38182.0,0.0
Leon Chiwome,FWD,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8078.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3988.0,0.0
Ben Chilwell,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,34,0,5,0,0,0,0,0,2,0,1,3.0,7.0,15.0,5.0,881968.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,335368.0,0.0
Renato Veiga,MID,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,3.0,0.0,0.0,11457.0,7.0,0,0,6,0,1,0,0,0,0,0,0,0,2,0.0,2.0,0.0,0.0,9448.0,8.0
Omari Kellyman,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5093.0,0.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4760.0,4.0
Dan Burn,DEF,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,40,0,5,0,0,0,0,0,1,0,6,3.0,13.0,5.0,7.0,714048.0,68.0,0,0,50,1,7,0,0,0,0,0,3,0,9,3.0,19.0,1.0,11.0,1492567.0,90.0
Boubacar Traoré,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27224.0,0.0,0,0,22,0,7,0,0,0,0,0,2,0,2,1.0,3.0,4.0,0.0,23159.0,32.0
Tommy Doyle,MID,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,0,0,9,0,2,0,0,0,0,0,0,0,3,1.0,2.0,2.0,2.0,3687.0,7.0,0,0,12,0,0,0,0,0,0,0,0,0,3,1.0,1.0,6.0,0.0,5056.0,4.0
John Ruddy,GK,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23394.0,0.0,0,0,20,0,3,0,0,0,0,0,0,4,3,0.0,2.0,0.0,0.0,19824.0,27.0
Nélson Semedo,DEF,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,3,55,1,7,0,0,0,0,0,1,0,11,2.0,10.0,5.0,1.0,47264.0,72.0,0,0,11,0,10,0,0,0,0,1,1,0,-3,1.0,5.0,3.0,0.0,41507.0,41.0
Odysseas Vlachodimos,GK,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10011.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9789.0,0.0
Noni Madueke,MID,Chelsea,Wolverhampton Wanderers,20,False,15.0,15.0,0,3,81,0,4,3,0,0,0,0,0,0,22,5.0,23.0,6.0,21.0,13724.0,23.0,0,3,87,1,4,3,0,0,0,0,0,0,26,6.0,26.0,4.0,25.0,107345.0,56.0
James Hill,DEF,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18212.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20513.0,0.0
Reece James,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,21,0,1,0,0,0,0,0,0,0,2,2.0,6.0,14.0,2.0,676622.0,18.0,1,0,11,0,1,0,0,0,0,1,0,0,2,1.0,4.0,3.0,0.0,177969.0,6.0
Tyrese Francois,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6077.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,1.0,3.0,0.0,8731.0,1.0
David Datro Fofana,FWD,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,5,0,1,0,0,0,0,0,0,0,2,1.0,1.0,4.0,2.0,12949.0,18.0,0,0,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.0,19518.0,2.0
Santiago Bueno,DEF,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,34,0,7,0,0,0,0,0,0,0,3,1.0,7.0,2.0,1.0,11781.0,40.0,0,1,51,1,2,0,0,0,0,0,0,0,11,2.0,10.0,2.0,3.0,27283.0,54.0
Kepa Arrizabalaga,GK,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,16,0,1,0,0,0,0,0,0,3,3,1.0,6.0,0.0,0.0,248178.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22863.0,0.0
Fábio Silva,FWD,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,3,0,4,0,0,0,0,0,0,0,1,1.0,2.0,3.0,4.0,20253.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21907.0,0.0
Pablo Sarabia,MID,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,2,1,50,1,2,0,0,0,0,0,0,0,15,5.0,12.0,24.0,11.0,19047.0,43.0,0,0,19,0,3,0,0,0,0,0,1,0,3,2.0,5.0,3.0,11.0,52443.0,14.0
Matt Doherty,DEF,Wolverhampton Wanderers,Chelsea,-1,True,0.0,0.0,0,1,13,0,7,1,0,0,0,0,0,0,8,2.0,11.0,2.0,5.0,24754.0,19.0,0,0,19,0,11,0,0,0,0,0,0,0,2,2.0,11.0,4.0,6.0,22136.0,57.0
Ryan Christie,MID,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,41,2,5,0,0,0,0,0,2,0,8,4.0,11.0,21.0,8.0,7975.0,61.0,0,0,45,2,5,0,0,0,0,0,2,0,9,4.0,13.0,21.0,3.0,13389.0,70.0
Illia Zabarnyi,DEF,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,59,1,6,0,0,0,0,0,1,0,9,2.0,15.0,2.0,0.0,15866.0,72.0,0,0,67,0,9,0,0,0,0,0,0,0,7,2.0,18.0,1.0,0.0,159373.0,90.0
Armando Broja,FWD,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,1,0,17,0,1,0,0,0,0,0,0,0,5,1.0,3.0,2.0,4.0,18660.0,14.0,0,0,2,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,13899.0,5.0
Alex Scott,MID,Bournemouth,Newcastle United,1,True,5.0,5.0,0,0,8,0,2,0,0,0,0,0,0,0,2,0.0,3.0,0.0,1.0,2534.0,11.0,0,0,31,0,6,0,0,0,0,0,1,0,6,2.0,8.0,8.0,2.0,3234.0,38.0
Deivid Washington,FWD,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7872.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7831.0,0.0
Isaac Hayden,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,6330.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3857.0,0.0
Nathan Fraser,FWD,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,146264.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,218943.0,0.0
Daniel Podence,MID,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,0,0,15,1,2,0,0,0,0,0,0,0,4,1.0,2.0,7.0,0.0,20836.0,19.0,0,0,9,0,2,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,4220.0,9.0
Harvey Barnes,MID,Newcastle United,Bournemouth,5,False,5.0,5.0,1,1,27,0,2,0,0,0,0,0,1,0,9,2.0,5.0,8.0,8.0,196520.0,41.0,1,1,48,0,2,1,0,0,0,0,1,0,14,4.0,13.0,9.0,14.0,94772.0,31.0
Raheem Sterling,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,1,0,27,0,9,0,0,0,0,0,2,0,9,4.0,8.0,16.0,18.0,547336.0,64.0,0,2,52,0,3,2,0,0,0,0,1,0,15,4.0,16.0,9.0,11.0,375135.0,20.0
Enzo Fernández,MID,Chelsea,Wolverhampton Wanderers,2,False,15.0,15.0,0,0,53,0,10,0,0,1,0,0,0,0,6,5.0,17.0,26.0,6.0,255736.0,72.0,0,0,31,0,4,0,0,0,0,0,0,0,4,2.0,6.0,7.0,6.0,184739.0,36.0
Ki-Jana Hoever,DEF,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39457.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14515.0,0.0
Levi Colwill,DEF,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,0,0,35,0,6,0,0,0,0,0,0,0,4,1.0,8.0,1.0,2.0,344157.0,52.0,0,0,18,0,4,0,0,0,0,0,0,0,2,1.0,8.0,0.0,0.0,168367.0,36.0
Wesley Fofana,DEF,Chelsea,Wolverhampton Wanderers,1,False,15.0,15.0,0,0,17,0,3,0,0,0,0,0,0,0,3,1.0,5.0,1.0,1.0,33857.0,34.0,0,0,5,0,4,0,0,0,0,0,0,0,2,0.0,3.0,0.0,1.0,14041.0,36.0
Marcus Bettinelli,GK,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,-3,0,0,0,0,0,0,0,1,0,-1,0.0,0.0,0.0,0.0,9546.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16416.0,0.0
Roméo Lavia,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,12,0,2,0,0,0,0,0,0,0,2,1.0,4.0,3.0,0.0,37306.0,18.0,0,0,18,0,1,0,0,0,0,0,0,0,2,1.0,3.0,3.0,0.0,49030.0,13.0
Cole Palmer,MID,Chelsea,Wolverhampton Wanderers,17,False,15.0,15.0,3,3,99,0,8,2,0,0,0,0,2,0,28,7.0,27.0,23.0,17.0,1981876.0,57.0,5,5,160,0,8,2,0,0,0,0,1,0,39,11.0,42.0,46.0,22.0,4628871.0,88.0
Benoît Badiashile,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,5,0,2,0,0,0,0,0,0,0,2,0.0,0.0,1.0,0.0,24256.0,4.0,0,0,28,0,3,0,1,0,0,0,1,0,2,1.0,7.0,2.0,2.0,24683.0,47.0
Jean-Ricner Bellegarde,MID,Wolverhampton Wanderers,Chelsea,2,True,0.0,0.0,0,0,5,0,6,0,0,0,0,0,0,0,3,1.0,2.0,1.0,7.0,2615.0,28.0,1,0,26,0,11,0,0,0,0,0,0,0,10,1.0,2.0,3.0,2.0,2219.0,55.0
Nick Pope,GK,Newcastle United,Bournemouth,3,False,5.0,5.0,0,1,71,0,5,0,0,0,0,0,0,17,13,3.0,28.0,0.0,0.0,1291320.0,72.0,0,2,52,1,3,0,0,0,0,0,1,9,13,2.0,15.0,0.0,0.0,589278.0,54.0
Hugo Bueno,DEF,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,12,0,1,0,0,0,0,0,1,0,2,0.0,2.0,0.0,2.0,70499.0,2.0,0,0,12,0,4,0,0,0,0,0,0,0,1,1.0,2.0,2.0,1.0,7145.0,16.0
