name,position,team,opponent_team,total_points,was_home,team_tot_points_last_5_matches,team_tot_points_last_5_h2h,tot_assists_last_5_h2h,tot_bonus_last_5_h2h,tot_bps_last_5_h2h,tot_clean_sheets_last_5_h2h,tot_goals_conceded_last_5_h2h,tot_goals_scored_last_5_h2h,tot_own_goals_last_5_h2h,tot_penalties_missed_last_5_h2h,tot_penalties_saved_last_5_h2h,tot_red_cards_last_5_h2h,tot_yellow_cards_last_5_h2h,tot_saves_last_5_h2h,tot_total_points_last_5_h2h,avg_ict_index_last_5_h2h,avg_influence_last_5_h2h,avg_creativity_last_5_h2h,avg_threat_last_5_h2h,avg_selected_last_5_h2h,avg_minutes_last_5_h2h,tot_assists_last_5,tot_bonus_last_5,tot_bps_last_5,tot_clean_sheets_last_5,tot_goals_conceded_last_5,tot_goals_scored_last_5,tot_own_goals_last_5,tot_penalties_missed_last_5,tot_penalties_saved_last_5,tot_red_cards_last_5,tot_yellow_cards_last_5,tot_saves_last_5,tot_total_points_last_5,avg_ict_index_last_5,avg_influence_last_5,avg_creativity_last_5,avg_threat_last_5,avg_selected_last_5,avg_minutes_last_5
Heung-Min Son,MID,Tottenham Hotspur,Everton,16,True,15.0,15.0,0,3,103,3,1,3,0,0,0,0,0,0,29,7.0,28.0,18.0,21.0,1667999.0,70.0,1,4,113,2,4,2,0,0,0,0,0,0,29,10.0,29.0,33.0,40.0,2601801.0,89.0
Bernardo Silva,MID,Manchester City,Ipswich Town,2,True,15.0,15.0,0,0,19,1,1,0,0,0,0,0,0,0,6,1.0,2.0,5.0,7.0,345168.0,41.0,5,4,115,3,2,0,0,0,0,0,1,0,31,8.0,28.0,32.0,20.0,392572.0,90.0
Ben Nelson,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1935.0,0.0
Jean-Philippe Mateta,FWD,Crystal Palace,West Ham United,2,True,0.0,0.0,1,3,74,0,3,2,0,0,0,0,0,0,19,4.0,16.0,10.0,13.0,275541.0,32.0,1,6,165,2,4,5,0,0,0,0,0,0,38,8.0,40.0,15.0,24.0,635352.0,69.0
Harry Souttar,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3393.0,0.0,0,0,26,1,0,0,0,0,0,0,0,0,7,0.0,5.0,0.0,0.0,3931.0,18.0
Marc Guéhi,DEF,Crystal Palace,West Ham United,1,True,0.0,0.0,0,0,54,0,7,0,0,0,0,0,0,0,6,3.0,18.0,5.0,2.0,360191.0,72.0,0,0,52,1,4,0,0,0,0,0,1,0,9,2.0,14.0,6.0,0.0,346230.0,57.0
Jesper Lindstrøm,MID,Everton,Tottenham Hotspur,1,False,0.0,0.0,0,0,4,0,2,0,0,0,0,0,0,0,1,3.0,9.0,4.0,17.0,12039.0,33.0,0,0,4,0,2,0,0,0,0,0,0,0,1,2.0,4.0,2.0,8.0,12534.0,16.0
Wilfred Ndidi,MID,Leicester City,Fulham,2,False,0.0,0.0,0,0,58,0,12,0,0,0,0,0,1,0,8,2.0,14.0,5.0,5.0,44517.0,74.0,0,0,58,1,5,0,0,0,0,0,0,0,9,3.0,18.0,3.0,8.0,19322.0,66.0
Nathan Aké,DEF,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,37,1,1,0,0,0,0,0,0,0,8,1.0,5.0,1.0,8.0,310020.0,36.0,0,0,7,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,440257.0,8.0
Ui-Jo Hwang,FWD,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,140866.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,74236.0,0.0
Cheick Doucouré,MID,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,27,0,4,0,0,0,0,0,1,0,3,1.0,4.0,4.0,1.0,8070.0,36.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,6336.0,1.0
Luis Guilherme,MID,West Ham United,Crystal Palace,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3121.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3173.0,0.0
Eric da Silva Moreira,MID,Nottingham Forest,Southampton,0,False,15.0,15.0,1,0,24,0,1,0,0,0,0,0,0,0,6,3.0,7.0,3.0,15.0,171602.0,21.0,0,0,8,0,0,0,0,0,0,0,0,0,1,1.0,2.0,7.0,1.0,10330.0,9.0
Niclas Füllkrug,FWD,West Ham United,Crystal Palace,1,False,15.0,15.0,0,0,-1,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,23.0,361419.0,27.0,0,0,1,0,1,0,0,0,0,0,0,0,2,1.0,1.0,0.0,12.0,362098.0,22.0
Jack Taylor,MID,Ipswich Town,Manchester City,1,False,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0,0,1,1.0,7.0,0.0,0.0,3140.0,18.0,0,0,8,0,2,0,0,0,0,0,0,0,2,1.0,5.0,0.0,1.0,2994.0,22.0
Marcus McGuane,MID,Ipswich Town,Manchester City,1,False,0.0,0.0,0,0,3,0,1,0,0,0,0,0,0,0,1,1.0,4.0,0.0,2.0,2379.0,18.0,0,0,4,0,2,0,0,0,0,0,0,0,2,1.0,5.0,1.0,3.0,2320.0,22.0
Jack Grealish,MID,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,41,2,0,1,0,0,0,0,1,0,12,5.0,15.0,14.0,21.0,611868.0,57.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.0,107554.0,4.0
Brennan Johnson,MID,Tottenham Hotspur,Everton,3,True,15.0,15.0,2,4,90,1,4,2,0,0,0,0,0,0,27,7.0,25.0,18.0,27.0,109162.0,83.0,2,0,50,2,4,0,0,0,0,0,0,0,18,6.0,15.0,27.0,23.0,146095.0,87.0
Edson Álvarez,MID,West Ham United,Crystal Palace,1,False,15.0,15.0,0,0,44,0,9,0,0,0,0,0,0,0,9,3.0,10.0,13.0,10.0,1027447.0,67.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,1.0,0.0,349444.0,6.0
Stuart Armstrong,MID,Everton,Tottenham Hotspur,1,False,0.0,0.0,0,0,49,0,7,0,0,0,0,0,0,0,9,3.0,5.0,14.0,12.0,15201.0,68.0,0,0,23,0,4,0,0,0,0,0,0,0,5,1.0,2.0,4.0,1.0,9010.0,24.0
Ronnie Edwards,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17177.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16064.0,0.0
Sam Amo-Ameyaw,MID,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12749.0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,2,1.0,1.0,5.0,2.0,7225.0,4.0
Danny Ward,GK,Leicester City,Fulham,0,False,0.0,0.0,0,0,21,0,5,0,0,0,0,0,0,5,3,1.0,7.0,0.0,0.0,1711109.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1388913.0,0.0
Gavin Bazunu,GK,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,22,0,3,0,0,0,0,0,0,3,4,1.0,7.0,0.0,0.0,58368.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53442.0,0.0
Patson Daka,FWD,Leicester City,Fulham,0,False,0.0,0.0,1,0,20,0,3,0,0,0,0,0,0,0,6,1.0,5.0,3.0,4.0,82712.0,13.0,0,0,5,0,1,0,0,0,0,0,0,0,2,0.0,1.0,1.0,2.0,63758.0,11.0
Rico Lewis,DEF,Manchester City,Ipswich Town,2,True,15.0,15.0,0,0,12,0,1,0,0,0,0,0,0,0,3,1.0,3.0,3.0,8.0,90741.0,33.0,0,0,33,1,1,0,0,0,0,0,0,0,9,1.0,4.0,3.0,7.0,80609.0,38.0
Antonee Robinson,DEF,Fulham,Leicester City,7,True,15.0,15.0,2,3,114,2,7,0,0,0,0,0,0,0,25,4.0,19.0,17.0,1.0,231332.0,90.0,1,3,87,1,8,0,0,0,0,0,2,0,15,4.0,26.0,8.0,2.0,622305.0,88.0
Kyle Walker-Peters,DEF,Southampton,Nottingham Forest,2,True,0.0,0.0,0,0,64,0,8,1,0,0,0,0,0,0,12,5.0,18.0,12.0,18.0,71150.0,74.0,0,0,59,0,11,0,0,0,0,0,0,0,6,2.0,10.0,7.0,6.0,61590.0,88.0
Victor Kristiansen,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,15,0,7,0,0,0,0,0,1,0,0,2.0,12.0,8.0,0.0,8246.0,80.0,0,0,15,0,3,0,0,0,0,0,1,0,2,1.0,7.0,2.0,0.0,6465.0,35.0
Flynn Downes,MID,Southampton,Nottingham Forest,1,True,0.0,0.0,0,0,13,0,1,0,0,0,0,0,1,0,1,1.0,4.0,4.0,0.0,11081.0,22.0,0,0,25,0,2,0,0,0,0,0,1,0,3,2.0,7.0,12.0,2.0,2981.0,36.0
Wout Faes,DEF,Leicester City,Fulham,7,False,0.0,0.0,0,0,52,0,8,1,0,0,0,0,0,0,9,5.0,30.0,2.0,16.0,248242.0,90.0,0,2,100,1,7,2,0,0,0,0,1,0,25,3.0,24.0,0.0,9.0,274588.0,90.0
Neco Williams,DEF,Nottingham Forest,Southampton,6,False,15.0,15.0,0,1,57,2,1,0,0,0,0,0,0,0,16,5.0,17.0,13.0,17.0,1244324.0,55.0,0,0,34,1,1,0,0,0,0,0,1,0,7,2.0,8.0,7.0,6.0,34083.0,36.0
Harry Winks,MID,Leicester City,Fulham,2,False,0.0,0.0,0,0,27,0,3,0,0,0,0,0,0,0,4,1.0,4.0,7.0,3.0,311320.0,33.0,0,0,31,0,3,0,0,0,0,0,0,0,4,1.0,5.0,7.0,0.0,545429.0,36.0
Mateus Fernandes,MID,Southampton,Nottingham Forest,1,True,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,1,1.0,1.0,4.0,4.0,199.0,14.0,0,0,4,0,0,0,0,0,0,0,0,0,1,1.0,1.0,4.0,4.0,199.0,14.0
Dean Henderson,GK,Crystal Palace,West Ham United,1,True,0.0,0.0,0,0,0,0,4,0,1,0,0,0,0,1,0,0.0,2.0,0.0,0.0,543807.0,36.0,0,0,74,2,5,0,0,0,0,0,1,15,18,2.0,24.0,0.0,0.0,756470.0,90.0
Steven Benda,GK,Fulham,Leicester City,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46108.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18936.0,0.0
Neal Maupay,FWD,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,1,25,0,6,1,0,0,0,0,2,0,8,2.0,7.0,3.0,10.0,99898.0,39.0,0,0,-2,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,120305.0,3.0
Alex McCarthy,GK,Southampton,Nottingham Forest,4,True,0.0,0.0,0,0,39,0,6,0,0,0,0,0,0,9,6,1.0,15.0,0.0,0.0,38626.0,54.0,0,0,67,0,11,0,0,0,0,0,0,17,10,2.0,19.0,0.0,0.0,16723.0,90.0
Jérémy Doku,MID,Manchester City,Ipswich Town,2,True,15.0,15.0,0,0,14,0,1,0,0,0,0,0,0,0,2,4.0,10.0,27.0,6.0,494364.0,70.0,2,0,62,1,2,0,0,0,0,0,0,0,15,6.0,15.0,18.0,31.0,280426.0,57.0
Michail Antonio,FWD,West Ham United,Crystal Palace,2,False,15.0,15.0,0,4,73,1,10,3,0,0,0,0,1,0,23,5.0,20.0,2.0,24.0,208056.0,60.0,0,0,13,1,9,0,0,0,0,0,0,0,10,2.0,2.0,1.0,14.0,178850.0,71.0
Carlos Vinícius,FWD,Fulham,Leicester City,0,True,15.0,15.0,1,0,32,0,3,1,0,0,0,0,0,0,9,1.0,10.0,2.0,3.0,134630.0,18.0,1,0,57,2,2,0,0,0,0,0,1,0,10,4.0,18.0,12.0,6.0,85799.0,54.0
Jordan Pickford,GK,Everton,Tottenham Hotspur,1,False,0.0,0.0,0,0,41,0,13,0,0,0,0,0,1,14,7,2.0,19.0,0.0,0.0,1057202.0,90.0,0,2,54,1,10,0,0,0,0,0,1,14,14,2.0,25.0,0.0,0.0,1636985.0,90.0
Nathan Wood,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,122200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,111916.0,0.0
Destiny Udogie,DEF,Tottenham Hotspur,Everton,6,True,15.0,15.0,1,0,56,2,2,0,0,0,0,0,1,0,15,4.0,15.0,10.0,12.0,653891.0,58.0,0,0,32,1,1,0,0,0,0,0,0,0,8,1.0,4.0,2.0,3.0,488674.0,32.0
Rodrigo Muniz,FWD,Fulham,Leicester City,2,True,15.0,15.0,0,0,11,0,2,0,0,0,0,0,0,0,3,2.0,2.0,4.0,14.0,202023.0,17.0,0,0,31,2,3,0,0,0,0,0,0,0,9,4.0,6.0,9.0,28.0,624349.0,57.0
Cristian Romero,DEF,Tottenham Hotspur,Everton,14,True,15.0,15.0,1,2,123,2,3,1,0,0,0,0,1,0,26,5.0,29.0,5.0,12.0,537883.0,81.0,0,2,109,2,4,1,0,0,0,0,1,0,24,6.0,30.0,7.0,25.0,990605.0,90.0
Vladimír Coufal,DEF,West Ham United,Crystal Palace,6,False,15.0,15.0,1,1,57,1,11,0,0,0,0,0,2,0,12,2.0,13.0,10.0,1.0,183453.0,84.0,0,0,57,1,11,0,0,0,0,0,0,0,10,3.0,16.0,16.0,1.0,166193.0,83.0
Cameron Burgess,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32534.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32149.0,0.0
Abdul Fatawu,MID,Leicester City,Fulham,2,False,0.0,0.0,0,0,11,0,2,0,0,0,0,0,0,0,2,4.0,13.0,5.0,20.0,75093.0,90.0,1,3,48,0,3,0,0,0,0,0,0,0,10,6.0,29.0,19.0,11.0,52347.0,90.0
Naouirou Ahamada,MID,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,14,0,1,0,0,0,0,0,1,0,1,0.0,3.0,1.0,0.0,43614.0,9.0,0,0,-3,0,1,0,0,0,0,1,0,0,-1,0.0,1.0,1.0,1.0,38887.0,14.0
Tim Iroegbunam,MID,Everton,Tottenham Hotspur,2,False,0.0,0.0,0,0,6,0,6,0,0,0,0,0,0,0,3,0.0,1.0,0.0,1.0,8301.0,22.0,0,0,9,0,8,0,0,0,0,0,0,0,5,1.0,4.0,1.0,3.0,10975.0,40.0
Anthony Elanga,MID,Nottingham Forest,Southampton,3,False,15.0,15.0,0,0,23,2,0,0,0,0,0,0,0,0,8,4.0,6.0,15.0,15.0,81037.0,41.0,1,0,50,1,4,0,0,0,0,0,0,0,12,4.0,10.0,19.0,15.0,148477.0,63.0
Jakub Stolarczyk,GK,Leicester City,Fulham,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4488.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4385.0,0.0
Aaron Cresswell,DEF,West Ham United,Crystal Palace,1,False,15.0,15.0,0,0,15,0,2,0,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,113432.0,18.0,0,0,21,0,4,0,0,0,0,0,0,0,4,1.0,3.0,2.0,0.0,108077.0,22.0
Jarrad Branthwaite,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,1,37,0,4,1,0,0,0,0,0,0,9,2.0,10.0,0.0,8.0,172410.0,36.0,1,0,54,1,3,0,0,0,0,0,0,0,12,2.0,15.0,2.0,1.0,771053.0,54.0
James Bree,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8268.0,0.0,0,0,18,0,7,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,6538.0,33.0
Taiwo Awoniyi,FWD,Nottingham Forest,Southampton,1,False,15.0,15.0,0,8,143,2,3,5,0,0,0,0,0,0,37,6.0,35.0,9.0,20.0,77334.0,64.0,0,0,18,0,1,0,0,0,0,0,0,0,5,1.0,2.0,1.0,4.0,117770.0,10.0
Ola Aina,DEF,Nottingham Forest,Southampton,9,False,15.0,15.0,0,3,67,2,2,0,0,0,0,0,0,0,16,2.0,9.0,5.0,4.0,62210.0,48.0,0,3,75,1,4,0,0,0,0,0,0,0,13,2.0,12.0,7.0,2.0,57667.0,65.0
Timothy Castagne,DEF,Fulham,Leicester City,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,228766.0,0.0,0,0,37,1,4,0,0,0,0,0,0,0,7,1.0,6.0,1.0,2.0,195159.0,36.0
Joe Worrall,DEF,Nottingham Forest,Southampton,0,False,15.0,15.0,0,1,66,2,2,0,0,0,0,0,0,0,16,2.0,10.0,4.0,3.0,10590.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6439.0,0.0
Sam Johnstone,GK,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,32,0,5,0,0,0,0,0,0,5,5,1.0,6.0,0.0,0.0,227818.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,103538.0,0.0
Ryan Sweeney,DEF,Fulham,Leicester City,0,True,15.0,15.0,0,0,26,0,3,1,0,0,0,0,1,0,8,2.0,8.0,1.0,12.0,52404.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8034.0,0.0
Jarrod Bowen,MID,West Ham United,Crystal Palace,8,False,15.0,15.0,0,0,34,1,6,1,0,0,0,0,0,0,14,5.0,15.0,15.0,21.0,967584.0,72.0,0,0,30,1,7,1,0,0,0,0,0,0,14,6.0,12.0,23.0,22.0,1056313.0,68.0
Ismaïla Sarr,MID,Crystal Palace,West Ham United,1,True,0.0,0.0,0,0,16,0,4,0,0,0,0,0,0,0,4,2.0,3.0,8.0,12.0,135666.0,25.0,0,0,9,0,1,0,0,0,0,0,0,0,2,0.0,0.0,3.0,1.0,162934.0,5.0
Rob Holding,DEF,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,13,0,2,0,0,0,0,0,0,0,1,1.0,5.0,0.0,3.0,12580.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10368.0,0.0
Mads Hermansen,GK,Leicester City,Fulham,2,False,0.0,0.0,0,0,11,0,2,0,0,0,0,0,0,4,2,4.0,37.0,0.0,0.0,49255.0,90.0,0,0,26,0,3,0,0,0,0,0,0,9,5,4.0,39.0,0.0,0.0,41680.0,90.0
Jeffrey Schlupp,MID,Crystal Palace,West Ham United,1,True,0.0,0.0,0,1,43,0,5,1,0,0,0,0,0,0,12,2.0,11.0,5.0,6.0,12437.0,36.0,0,0,7,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,9518.0,3.0
Daniel Iversen,GK,Leicester City,Fulham,0,False,0.0,0.0,0,0,12,0,5,0,0,0,0,0,0,2,0,0.0,3.0,0.0,0.0,313096.0,22.0,0,2,49,1,4,0,0,0,0,0,0,7,12,1.0,8.0,0.0,0.0,371990.0,54.0
Mateusz Lis,GK,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21534.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18432.0,0.0
Scott Carson,GK,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12780.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12033.0,0.0
Emerson Royal,DEF,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,3,44,0,2,0,0,0,0,0,0,0,7,2.0,11.0,8.0,0.0,107891.0,36.0,0,0,21,0,5,0,0,0,0,0,0,0,3,1.0,4.0,1.0,4.0,71217.0,35.0
Facundo Buonanotte,MID,Leicester City,Fulham,5,False,0.0,0.0,1,0,19,0,4,0,0,0,0,0,0,0,8,2.0,7.0,13.0,3.0,6570.0,34.0,1,0,43,0,6,0,0,0,0,0,0,0,11,3.0,9.0,16.0,1.0,7795.0,57.0
Phil Foden,MID,Manchester City,Ipswich Town,0,True,15.0,15.0,2,5,102,1,1,2,0,0,0,0,0,0,27,8.0,29.0,30.0,17.0,670686.0,45.0,0,4,98,2,1,3,0,0,0,0,1,0,27,7.0,29.0,25.0,21.0,3423768.0,61.0
Jacob Greaves,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,-1,0,4,0,0,0,0,0,0,0,0,1.0,12.0,0.0,0.0,85247.0,90.0,0,0,11,0,6,0,0,0,0,0,0,0,1,3.0,19.0,1.0,11.0,66905.0,90.0
Arijanet Muric,GK,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,-12,0,4,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,24227.0,30.0,0,5,72,0,12,0,0,0,1,0,0,19,17,4.0,34.0,4.0,0.0,41588.0,72.0
Issa Kaboré,DEF,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,175093.0,0.0
Séamus Coleman,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,13,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.0,1.0,20851.0,18.0,0,1,37,1,2,0,0,0,0,0,0,0,9,1.0,6.0,4.0,0.0,4799.0,41.0
Yukinari Sugawara,DEF,Southampton,Nottingham Forest,2,True,0.0,0.0,0,0,13,0,1,0,0,0,0,0,0,0,2,2.0,18.0,6.0,1.0,14982.0,71.0,0,0,19,0,2,0,0,0,0,0,0,0,3,2.0,12.0,11.0,2.0,14160.0,58.0
Josh Bowler,MID,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3365.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2546.0,0.0
Will Lankshear,FWD,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26494.0,0.0
Mikey Moore,MID,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16047.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,4953.0,1.0
Paul Onuachu,FWD,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,-2,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,8.0,6116.0,7.0,0,0,3,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4.0,5077.0,12.0
Tyler Dibling,MID,Southampton,Nottingham Forest,1,True,0.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,1,1.0,4.0,1.0,2.0,5153.0,6.0,0,0,12,0,0,0,0,0,0,0,0,0,2,0.0,1.0,3.0,0.0,1471.0,5.0
Edson Álvarez,FWD,Manchester City,Ipswich Town,0,True,15.0,15.0,0,2,34,1,0,1,0,0,0,0,1,0,8,3.0,13.0,9.0,7.0,238428.0,35.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,1.0,0.0,18278.0,6.0
Emmanuel Dennis,FWD,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,6,0,1,0,0,0,0,0,0,0,2,1.0,1.0,2.0,3.0,603716.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16490.0,0.0
Nathan Patterson,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,21,0,6,0,0,0,0,0,2,0,-1,1.0,4.0,4.0,1.0,64616.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9977.0,0.0
Will Alves,MID,Leicester City,Fulham,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7416.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5944.0,0.0
Guido Rodríguez,MID,West Ham United,Crystal Palace,3,False,15.0,15.0,0,0,11,1,0,0,0,0,0,0,0,0,3,1.0,10.0,0.0,4.0,7203.0,90.0,0,0,26,1,2,0,0,0,0,0,0,0,5,1.0,8.0,1.0,2.0,6384.0,87.0
Boubakary Soumaré,MID,Leicester City,Fulham,0,False,0.0,0.0,0,0,16,0,6,0,0,0,0,0,1,0,3,1.0,3.0,2.0,0.0,31151.0,18.0,0,0,30,1,4,0,0,0,0,0,0,0,8,1.0,4.0,1.0,0.0,30012.0,56.0
Harrison Reed,MID,Fulham,Leicester City,1,True,15.0,15.0,1,0,38,1,3,0,0,0,0,0,1,0,10,3.0,10.0,13.0,7.0,54945.0,47.0,1,0,24,0,2,0,0,0,0,0,1,0,6,1.0,5.0,5.0,2.0,7914.0,16.0
Chris Wood,FWD,Nottingham Forest,Southampton,1,False,15.0,15.0,0,4,70,1,1,2,0,0,0,0,1,0,16,3.0,16.0,4.0,15.0,221518.0,25.0,0,6,80,2,5,3,0,0,0,0,1,0,27,7.0,23.0,6.0,43.0,368881.0,80.0
Martial Godo,MID,Fulham,Leicester City,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1172.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1143.0,0.0
James Garner,MID,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,41,0,8,0,0,0,0,0,1,0,6,3.0,11.0,16.0,7.0,6458.0,55.0,0,0,18,1,3,0,0,0,0,0,1,0,5,2.0,5.0,9.0,4.0,6288.0,47.0
Jamie Vardy,FWD,Leicester City,Fulham,2,False,0.0,0.0,0,0,19,0,14,0,0,1,0,0,0,0,8,3.0,7.0,5.0,22.0,518048.0,77.0,0,2,48,1,7,1,0,0,0,0,0,0,15,3.0,11.0,1.0,21.0,274416.0,63.0
Alfie Whiteman,GK,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49537.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64481.0,0.0
