name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
João Victor Gomes da Silva,J.Gomes,MID,Wolverhampton Wanderers,553,2024-08-17T14:00:00Z,Chelsea,1.5,50,True,9,0,1,0,0,0,58,45,1,0,4,13,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,7,9,0,4.0,3.0,23.0,15.0,14.0,12.0,6.0,5.0,5402.0,10097.0,88.0,88.0
Cole Palmer,Palmer,MID,Chelsea,182,2024-08-18T15:30:00Z,Wolverhampton Wanderers,1.5,105,False,1,1,0,2,1,3,47,108,0,0,7,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12,23,7,10,4.0,9.0,12.0,28.0,18.0,41.0,14.0,19.0,1652552.0,4299547.0,50.0,82.0
Mitoma Kaoru,Mitoma,MID,Brighton & Hove Albion,136,2024-08-17T14:00:00Z,Manchester United,8.0,65,True,3,15,0,0,0,0,27,54,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,6,13.0,13.0,48.0,48.0,4.0,4.0,80.0,80.0,164023.0,164023.0,88.0,88.0
Boubakary Soumaré,B.Soumaré,MID,Leicester City,285,2024-08-19T19:00:00Z,Fulham,1.0,45,False,1,5,0,0,0,0,15,33,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,1,6,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,33921.0,29466.0,31.0,58.0
Chris Wood,Wood,FWD,Nottingham Forest,447,2024-08-17T14:00:00Z,Southampton,5.0,60,False,10,4,0,0,5,7,84,91,0,1,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,22,31,10,7,3.0,7.0,19.0,25.0,1.0,3.0,14.0,37.0,140730.0,261805.0,52.0,73.0
Joe Worrall,Worrall,DEF,Nottingham Forest,448,2024-08-17T14:00:00Z,Southampton,0.5,45,False,8,4,0,0,0,0,29,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,7,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,11283.0,6428.0,54.0,9.0
Jeffrey Schlupp,Schlupp,MID,Crystal Palace,214,2024-08-18T13:00:00Z,West Ham United,1.5,50,True,10,4,0,0,1,0,48,8,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,10,3.0,1.0,14.0,2.0,6.0,2.0,10.0,2.0,12617.0,10198.0,47.0,10.0
Milos Kerkez,Kerkez,DEF,Bournemouth,70,2024-08-17T14:00:00Z,Newcastle United,1.5,45,True,5,5,0,0,0,0,8,20,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,5,2,0.0,2.0,2.0,6.0,2.0,10.0,0.0,1.0,22578.0,36759.0,30.0,54.0
Adrian Mazilu,Mazilu,MID,Brighton & Hove Albion,133,2024-08-17T14:00:00Z,Manchester United,0.0,45,True,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.0,3835.0,0.0,0.0
Jason Steele,Steele,GK,Brighton & Hove Albion,142,2024-08-17T14:00:00Z,Manchester United,4.5,45,True,9,15,0,0,2,1,90,67,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,12,12,7,2.0,1.0,20.0,11.0,0.0,0.0,0.0,0.0,277068.0,178418.0,72.0,54.0
Arijanet Muric,Muric,GK,Ipswich Town,568,2024-08-17T11:30:00Z,Manchester City,0.0,45,False,0,0,0,0,0,5,0,84,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,17,0,0,0.0,4.0,0.0,33.0,0.0,4.0,0.0,0.0,23328.0,41048.0,0.0,54.0
Carl Rushworth,Rushworth,GK,Brighton & Hove Albion,615,2024-08-17T14:00:00Z,Manchester United,0.0,40,True,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Sangaré,Sangaré,MID,Nottingham Forest,442,2024-08-17T14:00:00Z,Southampton,2.0,45,False,6,4,0,0,0,0,13,30,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,8,2.0,1.0,15.0,8.0,2.0,3.0,4.0,2.0,185141.0,74714.0,90.0,42.0
Hannibal Mejbri,Hannibal,MID,Manchester United,373,2024-08-16T19:00:00Z,Brighton & Hove Albion,0.0,45,False,15,15,0,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9,12,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,4802.0,9760.0,5.0,0.0
Brandon Austin,Austin,GK,Tottenham Hotspur,479,2024-08-19T19:00:00Z,Everton,0.0,40,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26342.0,23776.0,0.0,0.0
Conor Coady,Coady,DEF,Leicester City,288,2024-08-19T19:00:00Z,Fulham,0.0,40,False,2,5,0,0,1,0,79,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,8,6,2.0,0.0,9.0,1.0,0.0,0.0,7.0,0.0,447997.0,217945.0,54.0,25.0
Wes Foderingham,Foderingham,GK,West Ham United,522,2024-08-17T16:30:00Z,Crystal Palace,2.0,45,False,0,0,0,0,0,0,39,66,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,11,16,7,10,0,0,0.0,2.0,2.0,22.0,0.0,2.0,0.0,0.0,18364.0,25903.0,35.0,63.0
Armando Broja,Broja,FWD,Everton,156,2024-08-18T15:30:00Z,Tottenham Hotspur,0.0,55,False,4,0,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41652.0,13301.0,0.0,5.0
Adam Webster,Webster,DEF,Brighton & Hove Albion,147,2024-08-17T14:00:00Z,Manchester United,0.5,45,True,15,15,0,0,0,0,52,50,1,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,12,7,3.0,2.0,13.0,15.0,5.0,1.0,13.0,5.0,29931.0,28321.0,55.0,58.0
Thomas Partey,Thomas,MID,Arsenal,20,2024-08-17T14:00:00Z,Aston Villa,2.5,50,False,6,12,0,0,0,0,17,64,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,11,9,15,1.0,4.0,4.0,12.0,7.0,21.0,0.0,3.0,28355.0,14564.0,18.0,86.0
Harry Wilson,Wilson,MID,Fulham,259,2024-08-16T19:00:00Z,Leicester City,2.0,55,True,13,4,1,2,0,2,26,66,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,20,10,5,2.0,3.0,6.0,15.0,11.0,12.0,3.0,6.0,8372.0,16702.0,31.0,34.0
Kasey McAteer,McAteer,MID,Leicester City,299,2024-08-19T19:00:00Z,Fulham,1.0,50,False,3,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1311.0,1591.0,1.0,2.0
Curtis Jones,Jones,MID,Liverpool,324,2024-08-17T11:30:00Z,Brentford,0.5,55,True,14,14,0,0,0,0,17,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,12,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,9134.0,8539.0,27.0,7.0
Wes Burns,Burns,MID,Ipswich Town,264,2024-08-17T11:30:00Z,Manchester City,0.0,50,False,0,0,0,0,0,0,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,8811.0,8811.0,56.0,56.0
Yunus Emre Konak,Konak,MID,Brentford,97,2024-08-18T13:00:00Z,Liverpool,0.0,45,False,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5009.0,5009.0,0.0,0.0
Max Kilman,Kilman,DEF,West Ham United,524,2024-08-17T16:30:00Z,Crystal Palace,1.5,45,False,0,0,0,0,0,0,73,64,1,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,3.0,4.0,21.0,28.0,3.0,5.0,4.0,5.0,225248.0,149415.0,90.0,90.0
Deniz Undav,Undav,FWD,Brighton & Hove Albion,143,2024-08-17T14:00:00Z,Manchester United,0.0,55,True,15,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21492.0,1988.0,3.0,0.0
Alex Murphy,A.Murphy,DEF,Newcastle United,390,2024-08-17T14:00:00Z,Bournemouth,0.0,40,False,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38519.0,50460.0,0.0,0.0
George Edmundson,Edmundson,DEF,Ipswich Town,269,2024-08-17T11:30:00Z,Manchester City,0.0,40,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15461.0,15461.0,0.0,0.0
Sávio 'Savinho' Moreira de Oliveira,Sávio,MID,Manchester City,571,2024-08-18T15:30:00Z,Ipswich Town,1.0,65,True,3,15,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,5.0,5.0,12.0,12.0,36.0,36.0,4.0,4.0,37980.0,37980.0,45.0,45.0
Emerson Palmieri dos Santos,Emerson,DEF,West Ham United,520,2024-08-17T16:30:00Z,Crystal Palace,1.0,45,False,0,0,0,0,0,0,27,32,0,0,10,12,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,3,1,3,2.0,3.0,8.0,13.0,11.0,9.0,3.0,8.0,151898.0,154010.0,63.0,85.0
Abdoulaye Doucouré,A.Doucoure,MID,Everton,217,2024-08-17T14:00:00Z,Tottenham Hotspur,2.0,55,False,3,0,0,0,0,0,-5,32,0,1,2,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,14,2,4,1.0,4.0,1.0,11.0,6.0,8.0,4.0,20.0,56684.0,48760.0,27.0,70.0
José Malheiro de Sá,José Sá,GK,Wolverhampton Wanderers,554,2024-08-17T14:00:00Z,Chelsea,2.0,45,True,6,0,0,0,0,0,81,76,1,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,13,25,14,10,9,0,2.0,4.0,20.0,37.0,0.0,0.0,0.0,0.0,330562.0,206733.0,90.0,72.0
Alexander Isak,Isak,FWD,Newcastle United,401,2024-08-17T14:00:00Z,Bournemouth,9.0,85,False,9,15,0,3,4,3,74,110,0,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6,10,6.0,7.0,21.0,28.0,11.0,14.0,25.0,28.0,1335901.0,4462397.0,52.0,81.0
Yves Bissouma,Bissouma,MID,Tottenham Hotspur,482,2024-08-19T19:00:00Z,Everton,1.0,50,True,5,5,0,0,0,0,16,25,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,8,1.0,1.0,4.0,5.0,7.0,4.0,1.0,1.0,29558.0,25289.0,17.0,24.0
Conor Gallagher,Gallagher,MID,Chelsea,169,2024-08-18T15:30:00Z,Wolverhampton Wanderers,1.0,60,False,2,2,0,0,0,0,50,45,1,0,7,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,6,3,9,4.0,2.0,12.0,9.0,19.0,5.0,12.0,7.0,56997.0,147857.0,80.0,61.0
Philip Billing,Philip,MID,Bournemouth,76,2024-08-17T14:00:00Z,Newcastle United,1.5,50,True,5,5,0,0,2,0,49,14,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,2,3.0,1.0,15.0,2.0,7.0,2.0,9.0,2.0,31576.0,25327.0,46.0,19.0
Gonçalo Manuel Ganchinho Guedes,Guedes,MID,Wolverhampton Wanderers,548,2024-08-17T14:00:00Z,Chelsea,0.0,55,True,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,13596.0,5199.0,9.0,0.0
Brajan Gruda,Gruda,MID,Brighton & Hove Albion,595,2024-08-17T14:00:00Z,Manchester United,0.0,55,True,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.0,2682.0,0.0,0.0
Rodrigo 'Rodri' Hernandez,Rodrigo,MID,Manchester City,360,2024-08-18T15:30:00Z,Ipswich Town,0.0,65,True,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443257.0,443257.0,0.0,0.0
Đorđe Petrović,Petrović,GK,Chelsea,183,2024-08-18T15:30:00Z,Wolverhampton Wanderers,0.0,45,False,2,2,0,0,0,0,32,44,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,6,0,9,2.0,1.0,19.0,13.0,0.0,0.0,0.0,0.0,87147.0,585310.0,60.0,54.0
Craig Dawson,Dawson,DEF,Wolverhampton Wanderers,542,2024-08-17T14:00:00Z,Chelsea,1.5,45,True,0,0,0,0,1,0,60,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,9,0,2.0,1.0,16.0,3.0,1.0,1.0,5.0,2.0,51955.0,33416.0,59.0,11.0
Jordan Ayew,J.Ayew,MID,Leicester City,192,2024-08-18T13:00:00Z,Fulham,3.0,55,False,4,5,0,0,0,0,36,4,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,5,4,10,3.0,2.0,11.0,4.0,9.0,10.0,10.0,7.0,37387.0,37796.0,80.0,16.0
Marcos Senesi,Senesi,DEF,Bournemouth,79,2024-08-17T14:00:00Z,Newcastle United,0.5,50,True,5,5,0,1,1,1,58,63,1,0,4,6,1,0,0,0,0,0,0,0,0,0,2,2,0,0,15,5,7,2,2.0,4.0,17.0,22.0,0.0,16.0,7.0,2.0,80727.0,191079.0,70.0,56.0
Kiernan Dewsbury-Hall,Dewsbury-Hall,MID,Chelsea,166,2024-08-18T15:30:00Z,Wolverhampton Wanderers,1.0,60,False,2,2,1,0,0,0,40,17,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,4,3.0,0.0,11.0,1.0,13.0,1.0,5.0,0.0,42921.0,45127.0,44.0,24.0
Kaine Kesler-Hayden,Kesler-Hayden,DEF,Aston Villa,43,2024-08-17T16:30:00Z,Arsenal,0.0,40,True,13,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.0,2332.0,0.0,1.0
João Cavaco Cancelo,João Cancelo,DEF,Manchester City,353,2024-08-18T15:30:00Z,Ipswich Town,0.0,55,True,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76789.0,76789.0,0.0,0.0
Maxwel Cornet,Cornet,MID,Southampton,515,2024-08-17T16:30:00Z,Nottingham Forest,0.5,50,True,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5225.0,4799.0,4.0,0.0
Jefferson Lerma Solís,Lerma,MID,Crystal Palace,206,2024-08-18T13:00:00Z,West Ham United,2.0,50,True,9,6,0,0,0,0,40,21,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,5,10,2.0,1.0,7.0,3.0,13.0,6.0,4.0,0.0,30898.0,11038.0,61.0,17.0
Jannik Vestergaard,Vestergaard,DEF,Leicester City,307,2024-08-19T19:00:00Z,Fulham,2.0,40,False,5,5,0,0,0,0,25,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,564513.0,395934.0,36.0,36.0
Luke Thomas,Thomas,DEF,Leicester City,305,2024-08-19T19:00:00Z,Fulham,0.0,40,False,5,5,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,19036.0,23825.0,30.0,0.0
Bruno Borges Fernandes,B.Fernandes,MID,Manchester United,366,2024-08-16T19:00:00Z,Brighton & Hove Albion,3.0,85,False,15,15,0,1,0,0,55,51,1,2,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,11,6,12,6.0,6.0,15.0,16.0,34.0,24.0,15.0,21.0,1345708.0,1743681.0,84.0,66.0
Adam Smith,Smith,DEF,Bournemouth,81,2024-08-17T14:00:00Z,Newcastle United,1.0,45,True,5,5,0,0,0,0,18,39,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,9,7,2,0.0,1.0,4.0,5.0,1.0,2.0,0.0,0.0,11436.0,38990.0,62.0,52.0
Miodrag Pivaš,Pivas,DEF,Newcastle United,574,2024-08-17T14:00:00Z,Bournemouth,0.0,40,False,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005.0,10005.0,0.0,0.0
Billy Gilmour,Gilmour,MID,Brighton & Hove Albion,124,2024-08-17T14:00:00Z,Manchester United,1.0,50,True,15,15,0,0,0,0,27,33,1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,5,9,7,1.0,1.0,4.0,4.0,7.0,6.0,1.0,1.0,78472.0,20106.0,25.0,37.0
Rasmus Højlund,Højlund,FWD,Manchester United,375,2024-08-16T19:00:00Z,Brighton & Hove Albion,0.0,70,False,15,15,0,0,2,3,36,63,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,15,6,12,3.0,3.0,15.0,14.0,11.0,5.0,9.0,8.0,311732.0,401640.0,31.0,25.0
Callum Wilson,Wilson,FWD,Newcastle United,421,2024-08-17T14:00:00Z,Bournemouth,2.5,70,False,13,15,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,10,1.0,1.0,4.0,4.0,0.0,0.0,6.0,7.0,375696.0,292434.0,2.0,4.0
Crysencio Summerville,Summerville,MID,West Ham United,587,2024-08-17T16:30:00Z,Crystal Palace,1.0,60,False,0,0,0,0,0,0,12,15,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,1,1.0,2.0,2.0,3.0,7.0,12.0,6.0,5.0,37921.0,74430.0,9.0,12.0
Jesurun Rak-Sakyi,Rak-Sakyi,MID,Crystal Palace,213,2024-08-18T13:00:00Z,West Ham United,0.0,45,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.0,7054.0,0.0,0.0
Oliver Skipp,Skipp,MID,Leicester City,501,2024-08-19T19:00:00Z,Fulham,0.5,50,False,5,5,0,0,0,0,13,18,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,10,8,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,10598.0,8399.0,13.0,26.0
Tomáš Souček,Souček,MID,West Ham United,530,2024-08-17T16:30:00Z,Crystal Palace,6.0,50,False,1,1,2,2,1,4,43,73,0,0,6,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,25,1,3,4.0,6.0,18.0,21.0,10.0,17.0,10.0,18.0,146749.0,125883.0,75.0,90.0
Taylor Harwood-Bellis,Harwood-Bellis,DEF,Southampton,461,2024-08-17T14:00:00Z,Nottingham Forest,1.0,40,True,0,0,0,0,0,0,6,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,6,4.0,2.0,18.0,7.0,14.0,6.0,6.0,2.0,934150.0,373902.0,90.0,36.0
Alphonse Areola,Areola,GK,West Ham United,513,2024-08-17T16:30:00Z,Crystal Palace,2.0,45,False,1,1,0,0,0,0,19,77,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,12,1,3,0.0,3.0,5.0,31.0,0.0,0.0,0.0,0.0,1626542.0,1926849.0,36.0,90.0
